date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,6719,力智,TW0006719008,97571543,7815746,92.58,7.41,100.0,100.0,105387289,2025-05-12,
2025-06-17,6719,力智,TW0006719008,97555428,7831861,92.56,7.43,100.0,100.0,105387289,2025-05-12,
2025-06-18,6719,力智,TW0006719008,97416468,7970821,92.43,7.56,100.0,100.0,105387289,2025-05-12,
2025-06-19,6719,力智,TW0006719008,97326498,8060791,92.35,7.64,100.0,100.0,105387289,2025-05-12,
2025-06-20,6719,力智,TW0006719008,97394498,7992791,92.41,7.58,100.0,100.0,105387289,2025-05-12,
2025-06-23,6719,力智,TW0006719008,97448498,7938791,92.46,7.53,100.0,100.0,105387289,2025-05-12,
2025-06-24,6719,力智,TW0006719008,97315465,8071824,92.34,7.65,100.0,100.0,105387289,2025-05-12,
2025-06-25,6719,力智,TW0006719008,97199465,8187824,92.23,7.76,100.0,100.0,105387289,2025-05-12,
2025-06-26,6719,力智,TW0006719008,97203445,8183844,92.23,7.76,100.0,100.0,105387289,2025-05-12,
2025-06-27,6719,力智,TW0006719008,97048237,8339052,92.08,7.91,100.0,100.0,105387289,2025-05-12,
2025-06-30,6719,力智,TW0006719008,97214237,8173052,92.24,7.75,100.0,100.0,105387289,2025-05-12,
2025-07-01,6719,力智,TW0006719008,97344237,8043052,92.36,7.63,100.0,100.0,105387289,2025-05-12,
2025-07-02,6719,力智,TW0006719008,97547237,7840052,92.56,7.43,100.0,100.0,105387289,2025-05-12,
2025-07-03,6719,力智,TW0006719008,97495237,7892052,92.51,7.48,100.0,100.0,105387289,2025-05-12,
2025-07-04,6719,力智,TW0006719008,97640237,7747052,92.64,7.35,100.0,100.0,105387289,2025-05-12,
2025-07-07,6719,力智,TW0006719008,97659194,7728095,92.66,7.33,100.0,100.0,105387289,2025-05-12,
2025-07-08,6719,力智,TW0006719008,97745194,7642095,92.74,7.25,100.0,100.0,105387289,2025-05-12,
2025-07-09,6719,力智,TW0006719008,97861058,7526231,92.85,7.14,100.0,100.0,105387289,2025-05-12,
2025-07-10,6719,力智,TW0006719008,97685036,7702253,92.69,7.3,100.0,100.0,105387289,2025-05-12,
2025-07-11,6719,力智,TW0006719008,97655038,7732251,92.66,7.33,100.0,100.0,105387289,2025-05-12,
2025-07-14,6719,力智,TW0006719008,97805038,7582251,92.8,7.19,100.0,100.0,105387289,2025-05-12,
2025-07-15,6719,力智,TW0006719008,97771013,7616276,92.77,7.22,100.0,100.0,105387289,2025-05-12,
2025-07-16,6719,力智,TW0006719008,97698826,7688463,92.7,7.29,100.0,100.0,105387289,2025-05-12,
2025-07-17,6719,力智,TW0006719008,97618808,7768481,92.62,7.37,100.0,100.0,105387289,2025-05-12,
2025-07-18,6719,力智,TW0006719008,97650808,7736481,92.65,7.34,100.0,100.0,105387289,2025-05-12,
2025-07-21,6719,力智,TW0006719008,97683808,7703481,92.69,7.3,100.0,100.0,105387289,2025-05-12,
2025-07-22,6719,力智,TW0006719008,97676808,7710481,92.68,7.31,100.0,100.0,105387289,2025-05-12,
2025-07-23,6719,力智,TW0006719008,97656788,7730501,92.66,7.33,100.0,100.0,105387289,2025-05-12,
2025-07-24,6719,力智,TW0006719008,97639312,7747977,92.64,7.35,100.0,100.0,105387289,2025-05-12,
2025-07-25,6719,力智,TW0006719008,97688312,7698977,92.69,7.3,100.0,100.0,105387289,2025-05-12,
2025-07-28,6719,力智,TW0006719008,97677312,7709977,92.68,7.31,100.0,100.0,105387289,2025-05-12,
2025-07-29,6719,力智,TW0006719008,97630312,7756977,92.63,7.36,100.0,100.0,105387289,2025-05-12,
2025-07-30,6719,力智,TW0006719008,97640312,7746977,92.64,7.35,100.0,100.0,105387289,2025-05-12,
2025-07-31,6719,力智,TW0006719008,97786312,7600977,92.78,7.21,100.0,100.0,105387289,2025-05-12,
2025-08-01,6719,力智,TW0006719008,97774312,7612977,92.77,7.22,100.0,100.0,105387289,2025-05-12,
2025-08-04,6719,力智,TW0006719008,97776312,7610977,92.77,7.22,100.0,100.0,105387289,2025-05-12,
2025-08-05,6719,力智,TW0006719008,97628312,7758977,92.63,7.36,100.0,100.0,105387289,2025-05-12,
2025-08-06,6719,力智,TW0006719008,97976312,7410977,92.96,7.03,100.0,100.0,105387289,2025-05-12,
2025-08-07,6719,力智,TW0006719008,98001686,7385603,92.99,7.0,100.0,100.0,105387289,2025-05-12,
2025-08-08,6719,力智,TW0006719008,97977682,7409607,92.96,7.03,100.0,100.0,105387289,2025-05-12,
2025-08-11,6719,力智,TW0006719008,97967682,7419607,92.95,7.04,100.0,100.0,105387289,2025-05-12,
2025-08-12,6719,力智,TW0006719008,97867682,7519607,92.86,7.13,100.0,100.0,105387289,2025-05-12,
2025-08-13,6719,力智,TW0006719008,97828682,7558607,92.82,7.17,100.0,100.0,105387289,2025-05-12,
2025-08-14,6719,力智,TW0006719008,97915646,7471643,92.91,7.08,100.0,100.0,105387289,2025-05-12,
2025-08-15,6719,力智,TW0006719008,97922646,7464643,92.91,7.08,100.0,100.0,105387289,2025-05-12,
2025-08-18,6719,力智,TW0006719008,97698646,7688643,92.7,7.29,100.0,100.0,105387289,2025-05-12,
2025-08-19,6719,力智,TW0006719008,97714646,7672643,92.71,7.28,100.0,100.0,105387289,2025-05-12,
2025-08-20,6719,力智,TW0006719008,97625646,7761643,92.63,7.36,100.0,100.0,105387289,2025-05-12,
2025-08-21,6719,力智,TW0006719008,97638639,7748650,92.64,7.35,100.0,100.0,105387289,2025-05-12,
2025-08-22,6719,力智,TW0006719008,97698639,7688650,92.7,7.29,100.0,100.0,105387289,2025-05-12,
2025-08-25,6719,力智,TW0006719008,97677639,7709650,92.68,7.31,100.0,100.0,105387289,2025-05-12,
2025-08-26,6719,力智,TW0006719008,97597769,7789520,92.6,7.39,100.0,100.0,105387289,2025-05-12,
2025-08-27,6719,力智,TW0006719008,97526769,7860520,92.54,7.45,100.0,100.0,105387289,2025-05-12,
2025-08-28,6719,力智,TW0006719008,97570113,7817176,92.58,7.41,100.0,100.0,105387289,2025-05-12,
2025-08-29,6719,力智,TW0006719008,97571105,7816184,92.58,7.41,100.0,100.0,105387289,2025-05-12,
2025-09-01,6719,力智,TW0006719008,97464105,7923184,92.48,7.51,100.0,100.0,105387289,2025-05-12,
2025-09-02,6719,力智,TW0006719008,97401105,7986184,92.42,7.57,100.0,100.0,105387289,2025-05-12,
2025-09-03,6719,力智,TW0006719008,97388409,7998880,92.41,7.58,100.0,100.0,105387289,2025-05-12,
2025-09-04,6719,力智,TW0006719008,97352409,8034880,92.37,7.62,100.0,100.0,105387289,2025-05-12,
2025-09-05,6719,力智,TW0006719008,97359409,8027880,92.38,7.61,100.0,100.0,105387289,2025-05-12,
2025-09-08,6719,力智,TW0006719008,97041409,8345880,92.08,7.91,100.0,100.0,105387289,2025-05-12,
2025-09-09,6719,力智,TW0006719008,96925409,8461880,91.97,8.02,100.0,100.0,105387289,2025-05-12,
2025-09-10,6719,力智,TW0006719008,96973409,8413880,92.01,7.98,100.0,100.0,105387289,2025-05-12,
2025-09-11,6719,力智,TW0006719008,96950105,8437184,91.99,8.0,100.0,100.0,105387289,2025-05-12,
2025-09-12,6719,力智,TW0006719008,96803447,8583842,91.85,8.14,100.0,100.0,105387289,2025-05-12,
2025-09-15,6719,力智,TW0006719008,96806447,8580842,91.85,8.14,100.0,100.0,105387289,2025-05-12,
2025-09-16,6719,力智,TW0006719008,96571678,8815611,91.63,8.36,100.0,100.0,105387289,2025-05-12,
2025-09-17,6719,力智,TW0006719008,96583696,8803593,91.64,8.35,100.0,100.0,105387289,2025-05-12,
2025-09-18,6719,力智,TW0006719008,96476618,8910671,91.54,8.45,100.0,100.0,105387289,2025-05-12,
2025-09-19,6719,力智,TW0006719008,96487618,8899671,91.55,8.44,100.0,100.0,105387289,2025-05-12,
2025-09-22,6719,力智,TW0006719008,96476522,8910767,91.54,8.45,100.0,100.0,105387289,2025-05-12,
2025-09-23,6719,力智,TW0006719008,96289522,9097767,91.36,8.63,100.0,100.0,105387289,2025-05-12,
