date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,5469,瀚宇博,TW0005469001,406820700,79345300,83.67,16.32,100.0,100.0,486166000,2025-06-10,
2025-06-17,5469,瀚宇博,TW0005469001,407371873,78794127,83.79,16.2,100.0,100.0,486166000,2025-06-10,
2025-06-18,5469,瀚宇博,TW0005469001,407541873,78624127,83.82,16.17,100.0,100.0,486166000,2025-06-10,
2025-06-19,5469,瀚宇博,TW0005469001,407982783,78183217,83.91,16.08,100.0,100.0,486166000,2025-06-10,
2025-06-20,5469,瀚宇博,TW0005469001,407661783,78504217,83.85,16.14,100.0,100.0,486166000,2025-06-10,
2025-06-23,5469,瀚宇博,TW0005469001,407391783,78774217,83.79,16.2,100.0,100.0,486166000,2025-06-10,
2025-06-24,5469,瀚宇博,TW0005469001,407091532,79074468,83.73,16.26,100.0,100.0,486166000,2025-06-10,
2025-06-25,5469,瀚宇博,TW0005469001,407209617,78956383,83.75,16.24,100.0,100.0,486166000,2025-06-10,
2025-06-26,5469,瀚宇博,TW0005469001,406940872,79225128,83.7,16.29,100.0,100.0,486166000,2025-06-10,
2025-06-27,5469,瀚宇博,TW0005469001,410264337,75901663,84.38,15.61,100.0,100.0,486166000,2025-06-10,
2025-06-30,5469,瀚宇博,TW0005469001,409486954,76679046,84.22,15.77,100.0,100.0,486166000,2025-06-10,
2025-07-01,5469,瀚宇博,TW0005469001,409194917,76971083,84.16,15.83,100.0,100.0,486166000,2025-06-10,
2025-07-02,5469,瀚宇博,TW0005469001,409160281,77005719,84.16,15.83,100.0,100.0,486166000,2025-06-10,
2025-07-03,5469,瀚宇博,TW0005469001,409544481,76621519,84.23,15.76,100.0,100.0,486166000,2025-06-10,
2025-07-04,5469,瀚宇博,TW0005469001,409242038,76923962,84.17,15.82,100.0,100.0,486166000,2025-06-10,
2025-07-07,5469,瀚宇博,TW0005469001,409559585,76606415,84.24,15.75,100.0,100.0,486166000,2025-06-10,
2025-07-08,5469,瀚宇博,TW0005469001,409300449,76865551,84.18,15.81,100.0,100.0,486166000,2025-06-10,
2025-07-09,5469,瀚宇博,TW0005469001,406747524,79418476,83.66,16.33,100.0,100.0,486166000,2025-06-10,
2025-07-10,5469,瀚宇博,TW0005469001,407538429,78627571,83.82,16.17,100.0,100.0,486166000,2025-06-10,
2025-07-11,5469,瀚宇博,TW0005469001,404834646,81331354,83.27,16.72,100.0,100.0,486166000,2025-06-10,
2025-07-14,5469,瀚宇博,TW0005469001,405447332,80718668,83.39,16.6,100.0,100.0,486166000,2025-06-10,
2025-07-15,5469,瀚宇博,TW0005469001,404729341,81436659,83.24,16.75,100.0,100.0,486166000,2025-06-10,
2025-07-16,5469,瀚宇博,TW0005469001,404731341,81434659,83.24,16.75,100.0,100.0,486166000,2025-06-10,
2025-07-17,5469,瀚宇博,TW0005469001,404084491,82081509,83.11,16.88,100.0,100.0,486166000,2025-06-10,
2025-07-18,5469,瀚宇博,TW0005469001,402888838,83277162,82.87,17.12,100.0,100.0,486166000,2025-06-10,
2025-07-21,5469,瀚宇博,TW0005469001,402541223,83624777,82.79,17.2,100.0,100.0,486166000,2025-06-10,
2025-07-22,5469,瀚宇博,TW0005469001,404120953,82045047,83.12,16.87,100.0,100.0,486166000,2025-06-10,
2025-07-23,5469,瀚宇博,TW0005469001,400520946,85645054,82.38,17.61,100.0,100.0,486166000,2025-06-10,
2025-07-24,5469,瀚宇博,TW0005469001,403125664,83040336,82.91,17.08,100.0,100.0,486166000,2025-06-10,
2025-07-25,5469,瀚宇博,TW0005469001,400495726,85670274,82.37,17.62,100.0,100.0,486166000,2025-06-10,
2025-07-28,5469,瀚宇博,TW0005469001,399798726,86367274,82.23,17.76,100.0,100.0,486166000,2025-06-10,
2025-07-29,5469,瀚宇博,TW0005469001,398264726,87901274,81.91,18.08,100.0,100.0,486166000,2025-06-10,
2025-07-30,5469,瀚宇博,TW0005469001,397070073,89095927,81.67,18.32,100.0,100.0,486166000,2025-06-10,
2025-07-31,5469,瀚宇博,TW0005469001,396156549,90009451,81.48,18.51,100.0,100.0,486166000,2025-06-10,
2025-08-01,5469,瀚宇博,TW0005469001,395425549,90740451,81.33,18.66,100.0,100.0,486166000,2025-06-10,
2025-08-04,5469,瀚宇博,TW0005469001,395079049,91086951,81.26,18.73,100.0,100.0,486166000,2025-06-10,
