date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,3037,欣興,TW0003037008,1144833629,384842568,74.84,25.15,100.0,100.0,1529676197,2025-05-29,
2025-06-17,3037,欣興,TW0003037008,1144256410,385419787,74.8,25.19,100.0,100.0,1529676197,2025-05-29,
2025-06-18,3037,欣興,TW0003037008,1142682595,386993602,74.7,25.29,100.0,100.0,1529676197,2025-05-29,
2025-06-19,3037,欣興,TW0003037008,1150998953,378677244,75.24,24.75,100.0,100.0,1529676197,2025-05-29,
2025-06-20,3037,欣興,TW0003037008,1130982676,398693521,73.93,26.06,100.0,100.0,1529676197,2025-05-29,
2025-06-23,3037,欣興,TW0003037008,1111018840,418657357,72.63,27.36,100.0,100.0,1529676197,2025-05-29,
2025-06-24,3037,欣興,TW0003037008,1113194460,416481737,72.77,27.22,100.0,100.0,1529676197,2025-05-29,
2025-06-25,3037,欣興,TW0003037008,1104045345,425630852,72.17,27.82,100.0,100.0,1529676197,2025-05-29,
2025-06-26,3037,欣興,TW0003037008,1103424828,426251369,72.13,27.86,100.0,100.0,1529676197,2025-05-29,
2025-06-27,3037,欣興,TW0003037008,1101472727,428203470,72.0,27.99,100.0,100.0,1529676197,2025-05-29,
2025-06-30,3037,欣興,TW0003037008,1099133655,430542542,71.85,28.14,100.0,100.0,1529676197,2025-05-29,
2025-07-01,3037,欣興,TW0003037008,1101535546,428140651,72.01,27.98,100.0,100.0,1529676197,2025-05-29,
2025-07-02,3037,欣興,TW0003037008,1102082698,427593499,72.04,27.95,100.0,100.0,1529676197,2025-05-29,
2025-07-03,3037,欣興,TW0003037008,1094988364,434687833,71.58,28.41,100.0,100.0,1529676197,2025-05-29,
2025-07-04,3037,欣興,TW0003037008,1091427053,438249144,71.35,28.64,100.0,100.0,1529676197,2025-05-29,
2025-07-07,3037,欣興,TW0003037008,1095900981,433775216,71.64,28.35,100.0,100.0,1529676197,2025-05-29,
2025-07-08,3037,欣興,TW0003037008,1093059765,436616432,71.45,28.54,100.0,100.0,1529676197,2025-05-29,
2025-07-09,3037,欣興,TW0003037008,1085914333,443761864,70.98,29.01,100.0,100.0,1529676197,2025-05-29,
2025-07-10,3037,欣興,TW0003037008,1079131459,450544738,70.54,29.45,100.0,100.0,1529676197,2025-05-29,
2025-07-11,3037,欣興,TW0003037008,1077625184,452051013,70.44,29.55,100.0,100.0,1529676197,2025-05-29,
2025-07-14,3037,欣興,TW0003037008,1075901177,453775020,70.33,29.66,100.0,100.0,1529676197,2025-05-29,
2025-07-15,3037,欣興,TW0003037008,1071063863,458612334,70.01,29.98,100.0,100.0,1529676197,2025-05-29,
2025-07-16,3037,欣興,TW0003037008,1077364407,452311790,70.43,29.56,100.0,100.0,1529676197,2025-05-29,
2025-07-17,3037,欣興,TW0003037008,1081222816,448453381,70.68,29.31,100.0,100.0,1529676197,2025-05-29,
2025-07-18,3037,欣興,TW0003037008,1084035238,445640959,70.86,29.13,100.0,100.0,1529676197,2025-05-29,
2025-07-21,3037,欣興,TW0003037008,1088088359,441587838,71.13,28.86,100.0,100.0,1529676197,2025-05-29,
2025-07-22,3037,欣興,TW0003037008,1085911958,443764239,70.98,29.01,100.0,100.0,1529676197,2025-05-29,
2025-07-23,3037,欣興,TW0003037008,1087806833,441869364,71.11,28.88,100.0,100.0,1529676197,2025-05-29,
2025-07-24,3037,欣興,TW0003037008,1086307772,443368425,71.01,28.98,100.0,100.0,1529676197,2025-05-29,
2025-07-25,3037,欣興,TW0003037008,1088360920,441315277,71.14,28.85,100.0,100.0,1529676197,2025-05-29,
2025-07-28,3037,欣興,TW0003037008,1081150190,448526007,70.67,29.32,100.0,100.0,1529676197,2025-05-29,
2025-07-29,3037,欣興,TW0003037008,1067326183,462350014,69.77,30.22,100.0,100.0,1529676197,2025-05-29,
2025-07-30,3037,欣興,TW0003037008,1065547270,464128927,69.65,30.34,100.0,100.0,1529676197,2025-05-29,
2025-07-31,3037,欣興,TW0003037008,1078838248,450837949,70.52,29.47,100.0,100.0,1529676197,2025-05-29,
2025-08-01,3037,欣興,TW0003037008,1072151572,457524625,70.09,29.9,100.0,100.0,1529676197,2025-05-29,
2025-08-04,3037,欣興,TW0003037008,1077004924,452671273,70.4,29.59,100.0,100.0,1529676197,2025-05-29,
2025-08-05,3037,欣興,TW0003037008,1075368522,454307675,70.3,29.69,100.0,100.0,1529676197,2025-05-29,
2025-08-06,3037,欣興,TW0003037008,1074533514,455142683,70.24,29.75,100.0,100.0,1529676197,2025-05-29,
2025-08-07,3037,欣興,TW0003037008,1077022979,452653218,70.4,29.59,100.0,100.0,1529676197,2025-05-29,
2025-08-08,3037,欣興,TW0003037008,1080170589,449505608,70.61,29.38,100.0,100.0,1529676197,2025-05-29,
2025-08-11,3037,欣興,TW0003037008,1071544219,458131978,70.05,29.94,100.0,100.0,1529676197,2025-05-29,
2025-08-12,3037,欣興,TW0003037008,1073175393,456500804,70.15,29.84,100.0,100.0,1529676197,2025-05-29,
2025-08-13,3037,欣興,TW0003037008,1072239086,457437111,70.09,29.9,100.0,100.0,1529676197,2025-05-29,
2025-08-14,3037,欣興,TW0003037008,1074121031,455555166,70.21,29.78,100.0,100.0,1529676197,2025-05-29,
2025-08-15,3037,欣興,TW0003037008,1082965533,446710664,70.79,29.2,100.0,100.0,1529676197,2025-05-29,
2025-08-18,3037,欣興,TW0003037008,1070861886,458814311,70.0,29.99,100.0,100.0,1529676197,2025-05-29,
2025-08-19,3037,欣興,TW0003037008,1076741582,452934615,70.39,29.6,100.0,100.0,1529676197,2025-05-29,
2025-08-20,3037,欣興,TW0003037008,1083530508,446145689,70.83,29.16,100.0,100.0,1529676197,2025-05-29,
2025-08-21,3037,欣興,TW0003037008,1085866390,443809807,70.98,29.01,100.0,100.0,1529676197,2025-05-29,
2025-08-22,3037,欣興,TW0003037008,1083933239,445742958,70.86,29.13,100.0,100.0,1529676197,2025-05-29,
2025-08-25,3037,欣興,TW0003037008,1073496880,456179317,70.17,29.82,100.0,100.0,1529676197,2025-05-29,
2025-08-26,3037,欣興,TW0003037008,1068760361,460915836,69.86,30.13,100.0,100.0,1529676197,2025-05-29,
2025-08-27,3037,欣興,TW0003037008,1052373373,477302824,68.79,31.2,100.0,100.0,1529676197,2025-05-29,
2025-08-28,3037,欣興,TW0003037008,1057354080,472322117,69.12,30.87,100.0,100.0,1529676197,2025-05-29,
2025-08-29,3037,欣興,TW0003037008,1067990146,461686051,69.81,30.18,100.0,100.0,1529676197,2025-05-29,
2025-09-01,3037,欣興,TW0003037008,1074025551,455650646,70.21,29.78,100.0,100.0,1529676197,2025-05-29,
2025-09-02,3037,欣興,TW0003037008,1075833280,453842917,70.33,29.66,100.0,100.0,1529676197,2025-05-29,
2025-09-03,3037,欣興,TW0003037008,1082197112,447479085,70.74,29.25,100.0,100.0,1529676197,2025-05-29,
2025-09-04,3037,欣興,TW0003037008,1084034665,445641532,70.86,29.13,100.0,100.0,1529676197,2025-05-29,
2025-09-05,3037,欣興,TW0003037008,1084415038,445261159,70.89,29.1,100.0,100.0,1529676197,2025-05-29,
2025-09-08,3037,欣興,TW0003037008,1078664454,450999743,70.51,29.48,100.0,100.0,1529664197,2025-09-08, <a href='https://mopsov.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2025-09-09,3037,欣興,TW0003037008,1076790344,452873853,70.39,29.6,100.0,100.0,1529664197,2025-09-08,
2025-09-10,3037,欣興,TW0003037008,1066268235,463395962,69.7,30.29,100.0,100.0,1529664197,2025-09-08,
2025-09-11,3037,欣興,TW0003037008,1061978547,467685650,69.42,30.57,100.0,100.0,1529664197,2025-09-08,
2025-09-12,3037,欣興,TW0003037008,1056395626,473268571,69.06,30.93,100.0,100.0,1529664197,2025-09-08,
2025-09-15,3037,欣興,TW0003037008,1052465035,477199162,68.8,31.19,100.0,100.0,1529664197,2025-09-08,
2025-09-16,3037,欣興,TW0003037008,1030414959,499249238,67.36,32.63,100.0,100.0,1529664197,2025-09-08,
2025-09-17,3037,欣興,TW0003037008,1031125733,498538464,67.4,32.59,100.0,100.0,1529664197,2025-09-08,
2025-09-18,3037,欣興,TW0003037008,1033066943,496597254,67.53,32.46,100.0,100.0,1529664197,2025-09-08,
2025-09-19,3037,欣興,TW0003037008,1011256330,518407867,66.1,33.89,100.0,100.0,1529664197,2025-09-08,
2025-09-22,3037,欣興,TW0003037008,1012022776,517641421,66.15,33.84,100.0,100.0,1529664197,2025-09-08,
2025-09-23,3037,欣興,TW0003037008,1013055307,516608890,66.22,33.77,100.0,100.0,1529664197,2025-09-08,
