date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,3419,譁裕,TW0003419008,117849345,2631072,97.81,2.18,100.0,100.0,120480417,2025-05-23,
2025-06-17,3419,譁裕,TW0003419008,117812345,2668072,97.78,2.21,100.0,100.0,120480417,2025-05-23,
2025-06-18,3419,譁裕,TW0003419008,117901345,2579072,97.85,2.14,100.0,100.0,120480417,2025-05-23,
2025-06-19,3419,譁裕,TW0003419008,117992345,2488072,97.93,2.06,100.0,100.0,120480417,2025-05-23,
2025-06-20,3419,譁裕,TW0003419008,117950345,2530072,97.9,2.09,100.0,100.0,120480417,2025-05-23,
2025-06-23,3419,譁裕,TW0003419008,117922345,2558072,97.87,2.12,100.0,100.0,120480417,2025-05-23,
2025-06-24,3419,譁裕,TW0003419008,117865345,2615072,97.82,2.17,100.0,100.0,120480417,2025-05-23,
2025-06-25,3419,譁裕,TW0003419008,117860345,2620072,97.82,2.17,100.0,100.0,120480417,2025-05-23,
2025-06-26,3419,譁裕,TW0003419008,117817345,2663072,97.78,2.21,100.0,100.0,120480417,2025-05-23,
2025-06-27,3419,譁裕,TW0003419008,117812145,2668272,97.78,2.21,100.0,100.0,120480417,2025-05-23,
2025-06-30,3419,譁裕,TW0003419008,117810145,2670272,97.78,2.21,100.0,100.0,120480417,2025-05-23,
2025-07-01,3419,譁裕,TW0003419008,117775145,2705272,97.75,2.24,100.0,100.0,120480417,2025-05-23,
2025-07-02,3419,譁裕,TW0003419008,117770145,2710272,97.75,2.24,100.0,100.0,120480417,2025-05-23,
2025-07-03,3419,譁裕,TW0003419008,117793145,2687272,97.76,2.23,100.0,100.0,120480417,2025-05-23,
2025-07-04,3419,譁裕,TW0003419008,117827145,2653272,97.79,2.2,100.0,100.0,120480417,2025-05-23,
2025-07-07,3419,譁裕,TW0003419008,118216145,2264272,98.12,1.87,100.0,100.0,120480417,2025-05-23,
