date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,2331,精英,TW0002331006,517097668,40305300,92.76,7.23,100.0,100.0,557402968,2025-05-14,
2025-06-17,2331,精英,TW0002331006,517001668,40401300,92.75,7.24,100.0,100.0,557402968,2025-05-14,
2025-06-18,2331,精英,TW0002331006,516732668,40670300,92.7,7.29,100.0,100.0,557402968,2025-05-14,
2025-06-19,2331,精英,TW0002331006,517055668,40347300,92.76,7.23,100.0,100.0,557402968,2025-05-14,
2025-06-20,2331,精英,TW0002331006,517269568,40133400,92.79,7.2,100.0,100.0,557402968,2025-05-14,
2025-06-23,2331,精英,TW0002331006,517191568,40211400,92.78,7.21,100.0,100.0,557402968,2025-05-14,
2025-06-24,2331,精英,TW0002331006,516633568,40769400,92.68,7.31,100.0,100.0,557402968,2025-05-14,
2025-06-25,2331,精英,TW0002331006,516559568,40843400,92.67,7.32,100.0,100.0,557402968,2025-05-14,
2025-06-26,2331,精英,TW0002331006,516664034,40738934,92.69,7.3,100.0,100.0,557402968,2025-05-14,
2025-06-27,2331,精英,TW0002331006,516595984,40806984,92.67,7.32,100.0,100.0,557402968,2025-05-14,
2025-06-30,2331,精英,TW0002331006,516506985,40895983,92.66,7.33,100.0,100.0,557402968,2025-05-14,
2025-07-01,2331,精英,TW0002331006,516169585,41233383,92.6,7.39,100.0,100.0,557402968,2025-05-14,
2025-07-02,2331,精英,TW0002331006,515901585,41501383,92.55,7.44,100.0,100.0,557402968,2025-05-14,
2025-07-03,2331,精英,TW0002331006,515493585,41909383,92.48,7.51,100.0,100.0,557402968,2025-05-14,
2025-07-04,2331,精英,TW0002331006,515753585,41649383,92.52,7.47,100.0,100.0,557402968,2025-05-14,
2025-07-07,2331,精英,TW0002331006,515744585,41658383,92.52,7.47,100.0,100.0,557402968,2025-05-14,
2025-07-08,2331,精英,TW0002331006,515879585,41523383,92.55,7.44,100.0,100.0,557402968,2025-05-14,
2025-07-09,2331,精英,TW0002331006,515579481,41823487,92.49,7.5,100.0,100.0,557402968,2025-05-14,
2025-07-10,2331,精英,TW0002331006,515564361,41838607,92.49,7.5,100.0,100.0,557402968,2025-05-14,
2025-07-11,2331,精英,TW0002331006,516622172,40780796,92.68,7.31,100.0,100.0,557402968,2025-05-14,
2025-07-14,2331,精英,TW0002331006,516499172,40903796,92.66,7.33,100.0,100.0,557402968,2025-05-14,
2025-07-15,2331,精英,TW0002331006,516476394,40926574,92.65,7.34,100.0,100.0,557402968,2025-05-14,
2025-07-16,2331,精英,TW0002331006,516337394,41065574,92.63,7.36,100.0,100.0,557402968,2025-05-14,
2025-07-17,2331,精英,TW0002331006,515399394,42003574,92.46,7.53,100.0,100.0,557402968,2025-05-14,
2025-07-18,2331,精英,TW0002331006,516048394,41354574,92.58,7.41,100.0,100.0,557402968,2025-05-14,
2025-07-21,2331,精英,TW0002331006,516104394,41298574,92.59,7.4,100.0,100.0,557402968,2025-05-14,
2025-07-22,2331,精英,TW0002331006,516974394,40428574,92.74,7.25,100.0,100.0,557402968,2025-05-14,
2025-07-23,2331,精英,TW0002331006,516274394,41128574,92.62,7.37,100.0,100.0,557402968,2025-05-14,
2025-07-24,2331,精英,TW0002331006,516232394,41170574,92.61,7.38,100.0,100.0,557402968,2025-05-14,
2025-07-25,2331,精英,TW0002331006,516310398,41092570,92.62,7.37,100.0,100.0,557402968,2025-05-14,
2025-07-28,2331,精英,TW0002331006,515982398,41420570,92.56,7.43,100.0,100.0,557402968,2025-05-14,
2025-07-29,2331,精英,TW0002331006,516250398,41152570,92.61,7.38,100.0,100.0,557402968,2025-05-14,
2025-07-30,2331,精英,TW0002331006,516223398,41179570,92.61,7.38,100.0,100.0,557402968,2025-05-14,
2025-07-31,2331,精英,TW0002331006,516873398,40529570,92.72,7.27,100.0,100.0,557402968,2025-05-14,
2025-08-01,2331,精英,TW0002331006,516400398,41002570,92.64,7.35,100.0,100.0,557402968,2025-05-14,
