stock_id,date,stock_name,industry_category,close,ret_5d,ret_20d,excess_ret_20d,chip_net5_sum,chip_net20_sum,foreign_ratio_5d_chg,revenue_yoy,pe,pb,score_tech,score_chip,score_fund,score_risk,score_total
2317,2025-09-24,鴻海,其他電子業,223.0,0.0518867924528301,0.0721153846153845,0.0011720405382943944,0.0,156545818.0,-0.8300000000000054,0.1061445678054273,17.01,2.12,52.57142857142857,55.333333333333336,48.5,84.0,55.32142857142857
2431,2025-09-24,聯昌,電子工業,14.25,0.0919540229885056,0.168032786885246,0.0970894428081559,-2102000.0,-2977250.0,1.5500000000000114,-0.0847888218482058,0.0,1.28,63.49206349206349,57.40740740740741,44.44444444444444,44.44444444444444,54.04761904761904
3036,2025-09-24,文曄,電子工業,138.5,0.0905511811023622,0.1260162601626016,0.055072916085511486,8566809.0,17161053.0,-0.9599999999999937,0.2274490338922037,15.96,2.19,42.85714285714285,55.55555555555554,58.33333333333333,66.66666666666667,53.690476190476176
8105,2025-09-24,凌巨,光電業,13.7,0.0458015267175573,-0.0036363636363636,-0.07457970771345371,412000.0,-682950.0,-0.13000000000000256,0.0300487198958276,0.0,0.79,22.571428571428573,55.0,78.75,60.0,52.89642857142857
2241,2025-09-24,艾姆勒,汽車工業,29.0,0.0861423220973782,0.1153846153846154,0.0444412713075253,15280.0,213030.0,-0.04000000000000625,-0.0598770042428769,0.0,2.23,52.57142857142857,54.166666666666664,52.0,48.0,52.42142857142858
2356,2025-09-24,英業達,電子工業,44.65,0.0444444444444445,0.0785024154589371,0.007559071381846999,21375755.0,44664266.0,-0.46999999999999886,0.1782919023070581,19.41,2.49,31.746031746031747,57.4074074074074,50.0,88.88888888888889,50.63492063492063
3138,2025-09-24,耀登,通信網路業,107.0,0.1605206073752711,0.1145833333333332,0.0436399892562431,93900.0,196626.0,-0.23999999999999488,0.0159638893117393,101.9,2.75,70.0,51.166666666666664,33.5,40.0,50.39999999999999
3450,2025-09-24,聯鈞,半導體業,278.5,0.2601809954751131,0.332535885167464,0.2615925410903739,1701018.0,3177479.0,-3.200000000000003,-0.0960730601932248,47.12,8.74,71.42857142857143,52.083333333333336,21.875,62.5,49.86607142857143
3686,2025-09-24,達能,半導體業,19.1,0.1235294117647058,0.1826625386996905,0.11171919462260041,-65000.0,-76150.0,0.09000000000000341,0.6708015267175573,0.0,2.1,44.642857142857146,50.0,60.9375,25.0,49.174107142857146
6719,2025-09-24,力智,半導體業,210.0,0.0120481927710842,0.1140583554376657,0.04311501136057559,465174.0,1540247.0,-0.37000000000000455,0.2628255722178374,102.44,1.64,25.0,43.75,65.625,87.5,49.0625
1316,2025-09-24,上曜,建材營造,14.6,0.0138888888888888,0.1274131274131273,0.056469783336037194,1478000.0,12633765.0,-0.13000000000000966,3.245262632978723,0.0,1.27,28.571428571428573,39.333333333333336,79.5,42.00000000000001,48.42142857142858
4722,2025-09-24,國精化,化學工業,170.0,0.3127413127413128,0.1888111888111887,0.11786784473409859,-3104800.0,-5127020.0,2.700000000000003,-0.167663947116026,114.86,5.88,79.71428571428571,66.33333333333333,13.0,0.0,47.71428571428571
3711,2025-09-24,日月光投控,半導體業,172.0,0.0177514792899409,0.1428571428571428,0.07191379878005269,17547040.0,28049139.0,-0.46999999999999886,0.0668030033235933,21.94,2.55,21.428571428571427,56.25,56.25,75.0,47.67857142857143
1419,2025-09-24,新紡,紡織纖維,56.0,0.0144927536231882,0.0526315789473683,-0.018311765129721803,-119000.0,576504.0,-0.01999999999999602,0.0100340549744588,16.92,1.11,18.0,50.0,66.25,70.0,47.275
2033,2025-09-24,佳大,鋼鐵工業,19.5,0.1111111111111111,0.1963190184049079,0.1253756743278178,-2000.0,-94200.0,0.009999999999990905,-0.0434605099312062,72.22,1.51,63.714285714285715,55.666666666666664,26.0,36.0,47.214285714285715
3231,2025-09-24,緯創,電子工業,121.5,0.0210084033613444,0.0565217391304346,-0.014421604946655502,22252233.0,64852953.0,-1.0100000000000051,0.922081785911341,17.89,2.55,23.809523809523803,57.4074074074074,50.0,77.77777777777777,47.14285714285714
3006,2025-09-24,晶豪科,半導體業,74.2,0.1074626865671641,0.2949389179755672,0.2239955738984771,-2352463.0,-5390225.0,0.6800000000000068,-0.0226552370289568,0.0,2.18,46.42857142857143,56.25,48.4375,12.5,46.58482142857143
3149,2025-09-24,正達,光電業,42.7,0.0976863753213368,0.082382762991128,0.011439418914037894,1172000.0,-716132.0,-0.45999999999999375,-0.2133314637436599,0.0,3.4,50.285714285714285,61.0,31.0,26.0,45.285714285714285
1313,2025-09-24,聯成,塑膠工業,10.1,0.0509885535900105,-0.0241545893719806,-0.0950979334490707,2537500.0,1732617.0,-0.1700000000000017,-0.1229899075583553,0.0,0.55,21.428571428571427,50.333333333333336,57.0,58.0,44.42857142857143
1414,2025-09-24,東和,紡織纖維,18.95,0.03551912568306,0.1114369501466274,0.040493606069537294,81000.0,913500.0,-0.04000000000000625,-0.1504256612952265,157.92,1.35,47.714285714285715,41.5,27.25,88.0,43.739285714285714
9955,2025-09-24,佳龍,綠能環保,29.75,-0.0083333333333333,0.0549645390070923,-0.015978805069997805,524000.0,922750.0,-0.4899999999999949,0.3271061817130347,0.0,2.76,13.714285714285714,41.0,67.5,68.0,43.46428571428571
1560,2025-09-24,中砂,電機機械,347.0,0.0726429675425037,0.0175953079178885,-0.053348036159201605,571219.0,1764622.0,-0.9000000000000057,0.1763054339278922,47.21,7.14,32.57142857142857,48.666666666666664,33.5,74.0,41.82142857142856
2753,2025-09-24,八方雲集,觀光餐旅,205.0,0.0224438902743142,0.0677083333333332,-0.0032350107437569,132984.0,1109311.0,-0.19999999999998863,0.0867276699050207,19.71,3.96,24.0,45.0,42.0,78.0,41.099999999999994
1603,2025-09-24,華電,電器電纜,39.85,0.0063131313131312,-0.0160493827160493,-0.08699272679313941,321946.0,1166638.0,-0.1700000000000017,0.1680667693657742,11.42,0.9,10.285714285714286,49.0,55.0,66.0,40.885714285714286
3037,2025-09-24,欣興,電子零組件業,157.0,0.064406779661017,0.0328947368421053,-0.0380486072349848,26058913.0,46860309.0,-1.190000000000012,0.0492646715748616,119.85,2.73,44.857142857142854,44.833333333333336,34.5,32.0,40.45714285714286
1605,2025-09-24,華新,電器電纜,23.85,0.0529801324503311,0.0280172413793104,-0.0429261026977797,10311262.0,-31284043.0,0.0,-0.1140005506607929,125.53,0.79,22.571428571428573,68.0,31.75,34.0,40.09642857142857
4755,2025-09-24,三福化,化學工業,129.5,0.048582995951417,0.0528455284552844,-0.0180978156218057,217985.0,85810.0,-0.18999999999999773,-0.1167235419739768,38.77,2.79,25.714285714285715,45.0,36.0,76.0,39.614285714285714
6515,2025-09-24,穎崴,半導體業,2030.0,0.1906158357771261,0.6240000000000001,0.55305665592291,-555330.0,1180198.0,2.0900000000000034,-0.1813762979792323,46.06,13.24,67.85714285714286,45.833333333333336,12.5,0.0,37.85714285714286
4536,2025-09-24,拓凱,運動休閒,192.5,0.0266666666666666,0.0294117647058822,-0.041531579371207904,336064.0,541480.0,-0.36999999999999034,-0.0656200177404674,10.43,2.06,14.857142857142858,42.0,39.5,86.0,37.50714285714286
1721,2025-09-24,三晃,化學工業,13.0,0.0358565737051792,0.0038610038610038,-0.0670823402160863,450000.0,1043480.0,0.14000000000000057,-0.3306584251545283,0.0,1.35,14.285714285714286,53.666666666666664,37.75,56.0,37.31071428571428
8046,2025-09-24,南電,電子工業,220.5,0.1395348837209302,0.0729927007299269,0.0020493566528368007,19548892.0,13762338.0,-3.0600000000000023,0.2290988799555791,551.25,3.29,47.61904761904761,38.88888888888889,27.77777777777778,0.0,34.285714285714285
6768,2025-09-24,志強-KY,運動休閒,103.5,0.0298507462686568,-0.0142857142857142,-0.08522905836280431,1566074.0,-1849560.0,-0.7100000000000009,-0.2931840513983371,12.21,1.51,8.0,48.0,33.0,72.0,33.9
