stock_id,open,high,low,close,volume,ret_5d,ret_20d,rsi_14,breakout_20d,volatility_20d,volume_ratio_20d,inst_net_buy_5d_ratio,inst_consistency_20d,stock_name,industry
1229,49.6,49.6,48.15,48.6,1908896,0.01673640167364021,-0.012195121951219523,55.454545454545475,-0.0357142857142857,0.012212539225787779,1.3362190891501289,0.07003189145590234,0.6,聯華,食品工業
1231,130.0,130.5,127.5,128.5,639463,-0.03745318352059923,-0.06545454545454543,21.42857142857143,-0.07885304659498205,0.011871926668639562,2.448162097233455,-0.24194237340789065,0.2,聯華食,食品工業
1232,147.0,147.5,147.0,147.5,41166,-0.0033783783783783994,-0.006734006734006703,39.99999999999999,-0.01666666666666672,0.004736870934389038,0.9156851623235794,-0.22847382614146464,0.4,大統益,食品工業
1233,30.8,30.8,30.6,30.65,17204,-0.0016286644951140072,-0.004870129870129913,47.82608695652171,-0.014469453376205865,0.003126320890748532,1.9454276118643494,,0.05,天仁,食品工業
1234,38.35,38.5,38.25,38.25,170525,-0.010349288486416475,-0.020486555697823206,11.538461538461874,-0.05555555555555558,0.004696809978566525,1.367238550955644,-0.2740449840515868,0.2,黑松,食品工業
1235,64.3,64.4,62.0,62.6,22566,0.04159733777038266,0.012944983818770295,49.27536231884057,-0.02795031055900632,0.012848177827283973,1.8652978227446313,-0.08683624867405729,0.2,興泰,食品工業
1236,23.8,24.0,23.75,23.95,50346,0.021321961620469176,0.13238770685579193,97.72727272727269,-0.002083333333333326,0.00791920497443118,0.7417994079867275,-0.03892806270957011,0.2,宏亞,食品工業
1256,175.5,175.5,169.5,171.5,42636,-0.005797101449275366,0.4351464435146444,58.433734939759034,-0.14035087719298245,0.04983466173340192,0.24826022488174654,0.07958491299214364,0.5,鮮活果汁-KY,食品工業
1301,38.75,39.2,38.5,38.6,11586075,0.029333333333333433,-0.052760736196318936,60.49382716049387,-0.057387057387057405,0.012228350510693877,0.8957675235300973,0.0753022068396902,0.35,台塑,塑膠工業
1303,40.75,42.45,39.8,39.8,130969991,0.08299319727891152,-0.10360360360360366,52.577319587628864,-0.14408602150537642,0.02661899825450154,2.040444841372299,-0.09264939946356336,0.2,南亞,塑膠工業
1304,10.25,10.45,10.2,10.2,1399868,0.004926108374384119,-0.06422018348623859,50.0,-0.08108108108108114,0.009161757367238775,1.0421230494874598,-0.04564597335639455,0.3,台聚,塑膠工業
1305,11.5,11.65,11.45,11.55,777804,0.022123893805309658,-0.05327868852459006,53.846153846153896,-0.060975609756097504,0.01134054938056449,1.1461106776502936,0.07534753376850865,0.55,華夏,塑膠工業
1307,30.5,30.6,30.1,30.3,457959,0.011686143572620988,-0.05164319248826288,46.478873239436616,-0.0604651162790697,0.011018262886403563,0.5881625038136057,0.001447021324266554,0.3,三芳,塑膠工業
1308,11.85,11.9,11.7,11.75,922849,0.021739130434782705,-0.06746031746031744,46.153846153846175,-0.08203125,0.01127119396690399,1.010282980804931,0.1255660896485811,0.5,亞聚,塑膠工業
1309,10.85,11.0,10.75,10.8,443689,0.0046511627906977715,-0.09999999999999998,31.81818181818184,-0.11836734693877549,0.011339325748363266,0.8307897529270757,0.09362393834336456,0.45,台達化,塑膠工業
1310,8.58,8.7,8.58,8.65,597957,0.0034802784222738303,-0.0827147401908801,38.260869565217426,-0.09138655462184864,0.012077324449131205,0.7073533305932265,0.06879101549286246,0.6,台苯,塑膠工業
1312,9.4,9.57,9.37,9.51,4934954,0.012779552715654896,-0.0630541871921183,47.777777777777736,-0.07669902912621362,0.009119232612240801,1.9511540729238277,-0.08694042058389016,0.25,國喬,塑膠工業
1313,10.3,10.95,10.3,10.55,7307403,0.10010427528675714,0.004761904761904745,67.14975845410626,-0.03652968036529669,0.01989232083609246,3.417177381497367,0.15413224136743064,0.45,聯成,塑膠工業
1314,7.35,7.38,7.26,7.26,9410716,-0.0013755158184318717,-0.0027472527472528485,54.166666666666664,-0.08217446270543616,0.0213867969385928,0.6769303730276934,0.08178349091442477,0.45,中石化,塑膠工業
1315,63.9,64.2,63.9,64.1,12318,-0.007739938080495334,-0.024353120243531312,42.85714285714278,-0.04185351270553084,0.008106253874216731,0.766977264024358,-0.3308012087416732,0.2,達新,塑膠工業
1316,14.5,15.1,14.35,14.85,9844794,0.05693950177935925,0.13793103448275845,64.36781609195404,-0.051118210862619806,0.02905441598188232,0.9267561433851004,0.11032030679441888,0.75,上曜,建材營造
1319,96.0,96.1,94.1,94.1,2980363,-0.019791666666666763,-0.03783231083844585,36.405529953917046,-0.09952153110047857,0.0190189471251899,1.099513253488265,-0.21584602060733157,0.15,東陽,汽車工業
1321,36.55,36.65,36.2,36.55,127001,0.00688705234159781,0.001369863013698458,61.111111111111,-0.006793478260869512,0.0076171806902564565,0.44573030580718837,0.05043548983645579,0.4,大洋,塑膠工業
1323,19.8,19.8,19.7,19.8,16168,0.005076142131979822,0.007633587786259666,55.55555555555556,0.0,0.0022153151062609664,0.5569362992051394,-0.14404913978202374,0.65,永裕,塑膠工業
1324,11.15,11.3,11.1,11.15,75452,0.03240740740740744,0.04694835680751175,62.06896551724136,-0.12204724409448808,0.02991626569411197,0.32494261437289246,0.05587504257481204,0.45,地球,塑膠工業
1325,29.5,29.5,29.0,29.3,340128,0.03169014084507049,0.02807017543859658,66.6666666666667,-0.023333333333333317,0.01442475798092727,0.785151538970008,0.14790469961838254,0.5,恆大,塑膠工業
1326,29.1,29.45,28.85,28.95,9296538,0.015789473684210575,-0.049261083743842415,53.16455696202532,-0.07655502392344504,0.0138427513375233,0.8859976944902687,-0.06284395731794712,0.5,台化,塑膠工業
1337,5.01,5.04,4.94,4.99,510498,-0.02729044834307981,-0.058490566037735725,27.7777777777778,-0.06728971962616814,0.008477110267100109,1.2138724406481225,0.03517779087943136,0.6,再生-KY,塑膠工業
1338,22.25,22.3,22.05,22.15,91088,0.002262443438913797,-0.0067264573991032695,66.66666666666666,-0.034858387799564294,0.01431538414660592,1.1327789322618393,-0.11117332988737035,0.4,廣華-KY,汽車工業
1339,42.65,42.7,42.3,42.35,46255,-0.02643678160919538,-0.09217577706323676,16.197183098591466,-0.1177083333333333,0.018184775283051992,0.4980953278324427,-0.052167515379792376,0.4,昭輝,汽車工業
1340,8.1,8.57,8.0,8.13,2905144,0.34825870646766166,0.31129032258064515,77.68817204301075,-0.05134189031505243,0.047494972853303626,3.901418394094633,-0.020584709534862834,0.45,勝悅-KY,塑膠工業
1341,57.9,60.0,57.9,58.4,5003,0.01565217391304352,-0.1097560975609756,41.0,-0.11111111111111116,0.027217209189935768,0.2584601396397676,,0.2,富林-KY,塑膠工業
1342,85.5,85.8,84.8,85.1,169098,-0.02296211251435132,0.0047225501770955525,33.057851239669404,-0.09178228388473864,0.01888294366283691,0.5923002854353704,-0.19933218968263694,0.3,八貫,其他
1402,27.85,28.1,27.8,27.8,5036635,0.0018018018018017834,0.00907441016333932,60.86956521739129,-0.01243339253996445,0.009002674429656677,0.9151283911250389,-0.17388436282264705,0.25,遠東新,紡織纖維
1409,14.55,14.55,14.15,14.2,6013371,0.0,-0.056478405315614655,32.25806451612901,-0.10126582278481022,0.014378353101690566,0.6440133325775148,0.07298095809165175,0.6,新纖,紡織纖維
1410,34.85,35.4,34.55,34.55,34012,-0.026760563380281766,-0.0014450867052023808,48.91304347826085,-0.04558011049723776,0.010948973316979046,1.5098091874987516,-0.08335963335483074,0.15,南染,紡織纖維
1413,11.2,11.2,10.75,10.8,9621,-0.00917431192660545,-0.05263157894736836,45.6140350877193,-0.056768558951964976,0.02416938090595602,0.205884429949861,-0.07384029059727268,0.15,宏洲,紡織纖維
