stock_id,date,stock_name,industry_category,close,ret_5d,ret_20d,excess_ret_20d,chip_net5_sum,chip_net20_sum,foreign_ratio_5d_chg,revenue_yoy,pe,pb,score_tech,score_chip,score_fund,score_risk,score_total
2331,2025-09-23,精英,電腦及週邊設備業,21.5,0.0723192019950125,0.1082474226804124,0.025725257017040107,2966512.0,1256970.0,-0.5400000000000063,,33.59,1.12,46.0,54.333333333333336,50.0,38.0,48.9
1316,2025-09-23,上曜,建材營造,14.85,0.0569395017793592,0.1379310344827584,0.0554088688193861,3855470.0,13520739.0,-1.289999999999992,,0.0,1.3,39.142857142857146,33.0,75.5,42.00000000000001,48.49285714285715
3149,2025-09-23,正達,電子工業,44.3,0.1388174807197943,0.233983286908078,0.15146112124470568,-1234129.0,1325201.0,0.4299999999999926,,0.0,3.52,49.52380952380952,60.0,45.0,13.333333333333329,47.69047619047619
2317,2025-09-23,鴻海,電子工業,221.0,0.025522041763341,0.0574162679425838,-0.025105897720788493,100311475.0,345391336.0,-0.7100000000000009,,16.86,2.1,32.38095238095237,53.333333333333336,40.0,93.33333333333333,47.047619047619044
1605,2025-09-23,華新,電器電纜,24.05,0.0808988764044944,0.0479302832244008,-0.034591882438971495,17935817.0,-23623997.0,-0.06999999999999318,,126.58,0.8,27.142857142857142,70.33333333333333,48.0,34.0,47.04285714285714
1721,2025-09-23,三晃,化學生技醫療,13.05,0.044,0.0,-0.0825221656633723,362207.0,1080930.0,0.1599999999999966,,0.0,1.36,8.857142857142858,53.333333333333336,73.0,56.0,46.15714285714286
1419,2025-09-23,新紡,紡織纖維,55.8,0.0429906542056073,0.054820415879017,-0.027701749784355294,60402.0,592659.0,-0.09000000000000341,,16.86,1.11,13.714285714285714,52.0,61.5,72.0,45.364285714285714
3231,2025-09-23,緯創,電腦及週邊設備業,122.5,0.0381355932203388,0.084070796460177,0.0015486307968047008,42091954.0,90128958.0,-1.269999999999996,,18.04,2.58,38.285714285714285,51.333333333333336,34.5,80.0,45.23571428571429
3711,2025-09-23,日月光投控,半導體業,174.5,0.0294985250737462,0.1711409395973153,0.088618773933943,18494497.0,48178532.0,-0.4200000000000017,,22.26,2.58,52.0,53.333333333333336,29.5,46.0,45.050000000000004
3450,2025-09-23,聯鈞,電子工業,278.0,0.3269689737470167,0.3397590361445783,0.257236870481206,12343446.0,11305111.0,-5.670000000000002,,47.04,8.73,72.38095238095238,54.444444444444436,6.666666666666671,46.666666666666664,44.7142857142857
1414,2025-09-23,東和,紡織纖維,18.9,0.0327868852459014,0.1085043988269793,0.02598223316360701,11500.0,650500.0,0.01999999999999602,,157.5,1.35,41.714285714285715,43.333333333333336,34.0,88.0,44.514285714285705
4722,2025-09-23,國精化,化學生技醫療,166.0,0.2575757575757575,0.177304964539007,0.09478279887563469,-849915.0,-2860433.0,0.45000000000000284,,112.16,5.74,76.0,65.0,7.0,0.0,44.4
1603,2025-09-23,華電,電器電纜,39.9,0.0075757575757575,0.0,-0.0825221656633723,314546.0,1086638.0,-0.18000000000000682,,11.43,0.9,7.714285714285714,42.5,73.0,62.0,43.16428571428571
6719,2025-09-23,力智,半導體業,214.0,0.0490196078431373,0.1474530831099196,0.06493091744654732,357906.0,1534544.0,-0.269999999999996,,104.39,1.67,52.857142857142854,36.333333333333336,32.0,66.0,42.957142857142856
2356,2025-09-23,英業達,電腦及週邊設備業,45.0,0.0404624277456646,0.0869565217391303,0.0044343560757579975,25799615.0,48583883.0,-0.4299999999999926,,19.57,2.51,37.42857142857143,43.0,34.0,84.0,42.72857142857143
6768,2025-09-23,志強-KY,運動休閒,104.5,0.050251256281407,0.0096618357487923,-0.07286032991458,2057533.0,-1645944.0,-0.8099999999999952,,12.32,1.53,12.285714285714286,47.666666666666664,58.0,70.0,42.385714285714286
9955,2025-09-23,佳龍,綠能環保,30.25,0.0271646859083192,0.0881294964028776,0.005607330739505298,603750.0,1382750.0,-0.5900000000000034,,0.0,2.81,22.285714285714285,42.333333333333336,51.0,68.0,41.48571428571428
3138,2025-09-23,耀登,電子工業,107.0,0.1888888888888888,0.1286919831223629,0.04616981745899061,241800.0,334626.0,-0.5,,101.9,2.75,54.285714285714285,50.0,13.333333333333336,60.0,41.285714285714285
2301,2025-09-23,光寶科,電子工業,183.0,0.095808383233533,0.4639999999999999,0.38147783433662763,-4260850.0,-32789.0,0.060000000000002274,,31.83,5.16,68.57142857142857,43.333333333333336,16.666666666666664,20.0,40.57142857142857
3036,2025-09-23,文曄,電子工業,137.5,0.07421875,0.1224489795918366,0.0399268139284643,5461533.0,10557191.0,-0.9500000000000028,,15.84,2.17,21.904761904761905,46.666666666666664,40.0,80.0,40.57142857142857
4536,2025-09-23,拓凱,運動休閒,191.5,0.0323450134770888,0.0295698924731182,-0.0529522731902541,410365.0,518861.0,-0.480000000000004,,10.38,2.05,10.857142857142858,40.0,53.0,86.0,39.75714285714285
8046,2025-09-23,南電,電子零組件業,234.5,0.193384223918575,0.2540106951871657,0.1714885295237934,21109964.0,15430553.0,-2.4299999999999926,,586.25,3.5,76.19047619047618,55.555555555555564,0.0,0.0,39.52380952380952
6515,2025-09-23,穎崴,電子工業,2015.0,0.1749271137026238,0.7675438596491229,0.6850216939857505,103863.0,3204144.0,2.0800000000000125,,45.72,13.14,69.52380952380952,48.888888888888886,6.666666666666664,6.666666666666671,38.19047619047618
4755,2025-09-23,三福化,化學生技醫療,132.0,0.0731707317073171,0.0731707317073171,-0.0093514339560552,233785.0,194776.0,-0.18999999999999773,,39.52,2.84,34.0,42.666666666666664,20.0,78.0,36.8
3037,2025-09-23,欣興,電子零組件業,159.0,0.0460526315789473,0.1197183098591549,0.0371961441957826,36320605.0,69890597.0,-1.1400000000000006,,121.37,2.77,30.952380952380953,47.22222222222222,16.666666666666657,66.66666666666667,35.11904761904761
2753,2025-09-23,八方雲集,觀光餐旅,205.0,0.0249999999999999,0.0677083333333332,-0.014813832330039092,126494.0,1111669.0,-0.18000000000000682,,19.71,3.96,17.428571428571427,41.0,23.0,76.0,32.028571428571425
1560,2025-09-23,中砂,電機機械,339.0,0.0210843373493976,0.0149700598802395,-0.0675521057831328,924525.0,1885149.0,-0.28000000000000114,,46.12,6.98,12.571428571428571,46.5,11.0,74.0,28.42142857142857
