stock_id,date,stock_name,industry_category,close,ret_5d,ret_20d,excess_ret_20d,chip_net5_sum,chip_net20_sum,foreign_ratio_5d_chg,revenue_yoy,pe,pb,score_tech,score_chip,score_fund,score_risk,score_total
2344,2025-09-23,華邦電,電子工業,36.45,0.304114490161002,0.9440000000000002,0.8614778343366278,245857335.0,517331235.0,-2.780000000000001,,0.0,1.87,91.42857142857143,71.1111111111111,76.66666666666667,40.0,75.76190476190476
6770,2025-09-23,力積電,電子工業,23.45,0.2641509433962263,0.4841772151898733,0.401655049526501,99371151.0,150614490.0,-2.049999999999997,,0.0,1.16,86.66666666666667,68.88888888888889,75.0,33.33333333333334,72.49999999999999
2239,2025-09-23,英利-KY,汽車工業,35.9,0.0945121951219511,0.2798573975044562,0.19733523184108392,-20313.0,93082.0,0.11999999999999744,,0.0,0.41,66.28571428571429,59.0,90.0,43.99999999999999,68.9857142857143
2492,2025-09-23,華新科,電子零組件業,99.9,0.1850533807829182,0.2318125770653516,0.1492904114019793,-225022.0,1035828.0,0.04000000000000625,,27.91,1.1,73.80952380952382,72.22222222222221,50.00000000000001,50.0,63.80952380952381
3006,2025-09-23,晶豪科,半導體業,81.0,0.2143928035982008,0.4111498257839721,0.3286276601205998,1336750.0,-2096281.0,-0.28000000000000114,,0.0,2.39,90.0,58.166666666666664,57.0,22.0,63.75
2375,2025-09-23,凱美,電子零組件業,73.0,0.2166666666666665,0.2268907563025211,0.1443685906391488,-767368.0,-670974.0,0.10999999999999943,,21.16,0.88,71.42857142857143,55.555555555555564,66.66666666666667,33.33333333333334,61.42857142857143
2832,2025-09-23,台產,金融保險,36.2,0.0357653791130185,0.1003039513677812,0.0177817857044089,729556.0,2732103.0,-0.10999999999999943,,12.7,1.09,49.42857142857143,50.5,69.0,94.0,60.07857142857143
2023,2025-09-23,燁輝,鋼鐵工業,15.45,0.0198019801980198,0.0198019801980198,-0.06272018546535249,1828786.0,3985236.0,0.10000000000000853,,0.0,0.85,22.857142857142858,57.166666666666664,85.0,98.0,59.30714285714285
1313,2025-09-23,聯成,塑膠工業,10.55,0.1001042752867571,0.0047619047619047,-0.07776026090146759,2339872.0,1182989.0,-0.1700000000000017,,0.0,0.57,34.857142857142854,46.666666666666664,89.0,64.0,57.55714285714286
2855,2025-09-23,統一證,金融保險,23.0,0.0176991150442478,0.1219512195121952,0.039429053848822906,2213344.0,10305471.0,-0.12999999999999545,,18.4,0.98,51.142857142857146,46.5,61.0,92.0,56.792857142857144
3026,2025-09-23,禾伸堂,電子零組件業,97.0,0.1085714285714285,0.1589008363201911,0.07637867065681882,77201.0,1053541.0,-0.21999999999999886,,15.54,1.7,45.238095238095234,63.88888888888888,50.00000000000001,83.33333333333334,56.07142857142857
2812,2025-09-23,台中銀,金融保險,23.15,0.0311804008908684,0.0792540792540792,-0.003268086409293103,9524829.0,18050804.0,-0.1600000000000108,,15.54,1.51,36.57142857142857,61.333333333333336,55.5,90.0,55.021428571428565
3419,2025-09-23,譁裕,電子工業,14.35,0.1081081081081081,0.1254901960784313,0.04296803041505899,159929.0,248929.0,-0.12999999999999545,,0.0,1.72,46.666666666666664,42.22222222222222,71.66666666666666,66.66666666666667,54.83333333333333
6116,2025-09-23,彩晶,電子工業,8.04,0.1089655172413792,0.0719999999999998,-0.010522165663372496,10056669.0,11614111.0,-0.3400000000000034,,0.0,0.73,21.904761904761905,54.444444444444436,81.66666666666666,73.33333333333333,54.738095238095234
2885,2025-09-23,元大金,金融保險,35.1,0.0173913043478262,0.0833333333333334,0.000811167669961102,17504354.0,58558103.0,-0.030000000000001137,,13.2,1.47,36.57142857142857,54.833333333333336,59.0,96.0,54.72142857142857
2431,2025-09-23,聯昌,電子零組件業,14.5,0.1068702290076335,0.178861788617886,0.09633962295451369,-709915.0,-1707657.0,0.28999999999999204,,0.0,1.3,52.38095238095237,55.55555555555555,66.66666666666667,16.666666666666657,54.047619047619044
8105,2025-09-23,凌巨,電子工業,14.0,0.09375,0.0447761194029849,-0.0377460462603874,2282485.0,1355485.0,-0.5300000000000011,,0.0,0.81,18.095238095238095,48.888888888888886,78.33333333333334,86.66666666666667,52.26190476190476
5469,2025-09-23,瀚宇博,電子工業,104.0,0.3081761006289307,0.3793103448275861,0.2967881791642138,20909335.0,9086149.0,-4.25,,17.57,1.79,67.61904761904762,58.88888888888889,46.66666666666667,0.0,51.95238095238095
2033,2025-09-23,佳大,鋼鐵工業,19.4,0.1085714285714285,0.1938461538461537,0.1113239881827814,-200.0,-121200.0,-0.010000000000005116,,71.85,1.5,68.0,53.333333333333336,37.0,36.0,51.1
3380,2025-09-23,明泰,電子工業,32.2,0.1666666666666667,0.1200000000000001,0.03747783433662781,499714.0,-3312464.0,-0.030000000000001137,,0.0,2.01,37.14285714285713,53.333333333333336,61.66666666666667,53.333333333333336,50.976190476190474
2241,2025-09-23,艾姆勒,汽車工業,28.3,0.071969696969697,0.0842911877394636,0.001769022076091309,-73970.0,-12970.0,0.0,,0.0,2.18,38.857142857142854,54.833333333333336,58.5,48.0,50.457142857142856
3686,2025-09-23,達能,電子工業,19.85,0.1507246376811595,0.2253086419753087,0.14278647631193642,94183.0,37976.0,-0.11999999999999034,,0.0,2.18,61.90476190476191,45.55555555555555,51.66666666666667,26.66666666666667,50.404761904761905
1504,2025-09-23,東元,電機機械,94.0,0.0804597701149425,0.3486370157819225,0.26611485011855024,-973797.0,40697010.0,0.060000000000002274,,35.61,2.87,81.42857142857143,59.5,20.0,8.0,49.07857142857142
