date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-07-07,3711,112年,0.0,0.0,,0.0,0.0,0.0,0.0,5.20228257,0.0,2024-07-01,2024-07-29,0.0,0.0,0.0,0.0,0.0,4390178137.0,2024-06-14,17:24:02
2025-07-08,3711,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.29612031,0.0,2025-07-02,2025-07-30,0.0,0.0,0.0,0.0,0.0,4422175232.0,2025-06-17,16:23:38
