date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-07-24,6719,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.39843229,1.59372917,2024-07-18,2024-08-20,0.0,0.0,0.0,0.0,0.0,103891289.0,2024-06-28,17:16:44
2025-07-25,6719,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.69693406,0.0,2025-07-17,2025-08-20,0.0,0.0,0.0,0.0,0.0,105461989.0,2025-07-02,17:20:54
