date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-08-28,1316,不適用,0.0,0.0,2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,60000000.0,20.54,10.0,0.0,219057960.0,2023-08-15,17:20:34
2023-10-25,1316,111年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,0.31397361,0.23548021,2023-10-19,2023-11-24,0.0,0.0,0.0,0.0,0.0,279057960.0,2023-10-02,14:30:58
2025-01-15,1316,不適用,0.0,0.0,2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,65000000.0,16.2,0.0,0.0,301016019.0,2024-12-25,15:50:07
