date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-07-08,2317,112年,0.0,0.0,,0.0,0.0,0.0,0.0,5.4,0.0,2024-07-02,2024-07-31,0.0,0.0,0.0,0.0,0.0,13862990609.0,2024-06-05,16:32:08
2025-07-08,2317,113年,0.0,0.0,,0.0,0.0,0.0,0.0,5.79998376,0.0,2025-07-02,2025-07-31,0.0,0.0,0.0,0.0,0.0,13891740853.0,2025-06-17,17:36:20
