date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-09-02,8105,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2023-08-25,2023-09-27,0.0,0.0,0.0,0.0,0.0,441544851.0,2023-08-10,16:05:48
2024-09-30,8105,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,2024-09-24,2024-10-21,0.0,0.0,0.0,0.0,0.0,441544851.0,2024-08-15,11:17:35
