date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-08-01,2023,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.30152926,0.0,2023-07-26,2023-08-24,0.0,0.0,0.0,0.0,0.0,1965843994.0,2023-07-07,17:48:36
2024-07-30,2023,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2024-07-24,2024-08-22,0.0,0.0,0.0,0.0,0.0,1945310994.0,2024-07-02,16:01:54
2024-09-03,2023,112年,0.2,0.0,2024-08-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1945310994.0,2024-08-12,14:12:48
