date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-07-17,6515,111年,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,0.0,2023-07-11,2023-08-03,0.0,0.0,0.0,0.0,0.0,34294000.0,2023-06-26,17:28:01
2024-07-28,6515,112年,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,2024-07-22,2024-08-15,0.0,0.0,0.0,0.0,0.0,34361620.0,2024-07-05,15:06:20
2025-07-13,6515,113年,0.0,0.0,,0.0,0.0,0.0,0.0,24.99967979,0.0,2025-07-07,2025-08-01,0.0,0.0,0.0,0.0,0.0,35602282.0,2025-06-20,17:41:45
