date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-03-30,1313,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.0,2024-03-22,2024-04-24,0.0,0.0,0.0,0.0,0.0,1327555607.0,2024-03-07,15:41:50
2025-07-02,1313,113年,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.14996897,2025-06-26,2025-07-23,0.0,0.0,0.0,0.0,0.0,1329689607.0,2025-06-11,15:57:59
