date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-07-24,2812,111年,0.42,0.0,2023-07-18,0.0,0.0,0.0,0.0,0.3,0.0,2023-07-18,2023-08-18,0.0,0.0,0.0,0.0,0.0,5015446586.0,2023-06-30,16:42:25
2024-07-29,2812,112年,0.56,0.0,2024-07-23,0.0,0.0,0.0,0.0,0.4,0.0,2024-07-23,2024-08-21,0.0,0.0,0.0,0.0,0.0,5226095343.0,2024-07-09,10:22:27
2025-08-19,2812,113年,0.73,0.0,2025-08-13,0.0,0.0,0.0,0.0,0.39,0.0,2025-08-13,2025-09-17,0.0,0.0,0.0,0.0,0.0,5518756683.0,2025-07-29,17:11:29
