date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-07-31,2239,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.46296869,0.0,2023-07-25,2023-08-11,0.0,0.0,0.0,0.0,0.0,120318293.0,2023-07-10,17:18:53
2024-07-16,2239,112年,0.0,0.0,,0.0,0.0,0.0,0.0,0.66,0.0,2024-07-10,2024-08-12,0.0,0.0,0.0,0.0,0.0,120346593.0,2024-06-24,16:28:59
