date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-07-29,2855,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.32,0.0,2024-07-23,2024-08-15,0.0,0.0,0.0,0.0,0.0,1455831343.0,2024-07-08,15:41:50
2025-07-14,2855,113年,1.0,0.0,2025-07-08,0.0,0.0,0.0,0.0,1.1,0.0,2025-07-08,2025-08-12,0.0,0.0,0.0,0.0,0.0,1455831343.0,2025-06-20,15:48:00
