date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-06-24,2832,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,2024-06-18,2024-07-12,0.0,0.0,0.0,0.0,0.0,362200400.0,2024-06-03,09:12:57
2025-06-22,2832,113年,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2025-06-16,2025-07-11,0.0,0.0,0.0,0.0,0.0,362200400.0,2025-05-29,17:17:45
