date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-07-22,8046,112年,0.0,0.0,,0.0,0.0,0.0,0.0,5.5,0.0,2024-07-16,2024-08-14,0.0,0.0,0.0,0.0,0.0,646165487.0,2024-06-21,16:45:45
2025-07-09,8046,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2025-07-03,2025-08-06,0.0,0.0,0.0,0.0,0.0,646165487.0,2025-06-16,15:24:10
