date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2024-06-03,3149,本次僅申報現金增資，故不適用。,0.0,0.0,2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,40000000.0,22.02,19.6,0.0,145340604.0,2024-05-21,15:19:49
2025-03-28,3149,不適用,0.0,0.0,2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,40000000.0,17.18,30.0,0.0,186233604.0,2025-03-13,16:20:35
