date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-12-16,3138,不適用,0.0,0.0,2023-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3500000.0,5.98,120.0,0.0,46800363.0,2023-12-01,14:57:41
2024-07-22,3138,112年,0.0,0.0,,0.0,0.0,0.0,0.0,2.6,0.0,2024-07-16,2024-07-31,0.0,0.0,0.0,0.0,0.0,50293363.0,2024-07-01,16:09:56
2025-06-30,3138,113年,0.0,0.0,,0.0,0.0,0.0,0.0,2.55848208,0.0,2025-06-24,2025-07-18,0.0,0.0,0.0,0.0,0.0,49160363.0,2025-06-10,14:50:37
