date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-07-20,4536,111年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,2023-07-13,2023-08-15,0.0,0.0,0.0,0.0,0.0,90820000.0,2023-06-15,17:28:57
2024-07-21,4536,112年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,8.5,0.0,2024-07-15,2024-08-15,0.0,0.0,0.0,0.0,0.0,90820000.0,2024-07-01,18:09:39
2025-07-22,4536,113年後半年度,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,2025-07-16,2025-08-15,0.0,0.0,0.0,0.0,0.0,90820000.0,2025-07-03,17:43:03
