date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-09-03,1603,111年,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,2023-08-28,2023-09-20,0.0,0.0,0.0,0.0,0.0,191688000.0,2023-08-11,17:07:45
2024-09-03,1603,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,0.0,2024-08-28,2024-09-20,0.0,0.0,0.0,0.0,0.0,191688000.0,2024-08-12,14:39:24
2025-09-05,1603,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.5,0.0,2025-08-28,2025-09-22,0.0,0.0,0.0,0.0,0.0,191688000.0,2025-08-12,16:40:48
