date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-08-19,2885,111年,0.15,0.0,2023-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12501558992.0,2023-07-27,14:26:02
2024-07-03,2885,112年,0.0,0.0,,0.0,0.0,0.0,0.0,1.1,0.0,2024-06-27,2024-07-24,0.0,0.0,0.0,0.0,0.0,12689082377.0,2024-06-12,17:17:49
2024-08-18,2885,112年,0.2,0.0,2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12689082377.0,2024-07-26,16:53:24
2025-07-07,2885,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.55,0.0,2025-07-01,2025-07-23,0.0,0.0,0.0,0.0,0.0,12942864025.0,2025-06-16,17:19:23
2025-08-18,2885,113年,0.3,0.0,2025-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,12942864025.0,2025-07-28,16:21:09
