date,stock_id,year,StockEarningsDistribution,StockStatutorySurplus,StockExDividendTradingDate,TotalEmployeeStockDividend,TotalEmployeeStockDividendAmount,RatioOfEmployeeStockDividendOfTotal,RatioOfEmployeeStockDividend,CashEarningsDistribution,CashStatutorySurplus,CashExDividendTradingDate,CashDividendPaymentDate,TotalEmployeeCashDividend,TotalNumberOfCashCapitalIncrease,CashIncreaseSubscriptionRate,CashIncreaseSubscriptionpRrice,RemunerationOfDirectorsAndSupervisors,ParticipateDistributionOfTotalShares,AnnouncementDate,AnnouncementTime
2023-07-20,3037,111年,0.0,0.0,,0.0,0.0,0.0,0.0,7.99298687,0.0,2023-07-13,2023-08-11,0.0,0.0,0.0,0.0,0.0,1525140197.0,2023-06-13,17:29:59
2024-07-19,3037,112年,0.0,0.0,,0.0,0.0,0.0,0.0,3.00000196,0.0,2024-07-11,2024-08-09,0.0,0.0,0.0,0.0,0.0,1525106197.0,2024-06-18,17:26:50
2025-07-18,3037,113年,0.0,0.0,,0.0,0.0,0.0,0.0,1.50004559,0.0,2025-07-10,2025-08-08,0.0,0.0,0.0,0.0,0.0,1529676197.0,2025-06-18,09:09:06
