stock_id,date,end_date,reason
2492,2023-07-24,2023-07-27,除息
2492,2024-04-03,2024-04-10,股東常會
2492,2024-07-04,2024-07-09,除息
2492,2025-04-11,2025-04-16,股東常會
2492,2025-07-03,2025-07-08,除息
