stock_id,date,end_date,reason
3149,2023-10-06,,減資
3149,2024-03-21,,股東常會
3149,2024-05-22,,現金增資
3149,2025-03-14,2025-03-19,現金增資
3149,2025-04-11,2025-04-16,股東常會
