stock_id,date,end_date,reason
1605,2024-03-11,2024-03-14,股東常會
1605,2024-06-14,2024-06-19,除息
1605,2025-03-10,2025-03-13,股東常會
1605,2025-05-28,2025-06-03,現金增資
