stock_id,date,end_date,reason
3138,2023-12-04,2023-12-07,現金增資
3138,2024-04-19,2024-04-24,股東常會
3138,2024-07-10,2024-07-15,除息
3138,2025-03-21,2025-03-26,股東常會
3138,2025-06-18,2025-06-23,除息
