stock_id,date,end_date,reason
2344,2023-09-14,2023-09-19,除息
2344,2023-10-06,2023-10-13,現金增資
2344,2024-03-01,2024-03-06,股東常會
2344,2024-06-26,2024-07-01,現金增資
2344,2025-03-21,2025-03-26,股東常會
