stock_id,date,end_date,reason
1603,2023-08-22,2023-08-25,除息
1603,2024-04-15,2024-04-18,股東常會
1603,2024-08-22,2024-08-27,除息
1603,2025-04-18,2025-04-23,股東常會
1603,2025-08-22,2025-08-27,除息
