date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-19,3006,議借,200,11.0,77.2,2024-01-19,184
2023-07-19,3006,競價,84,2.0,77.2,2024-01-19,184
2023-07-24,3006,議借,96,6.0,75.1,2024-01-24,184
2023-08-01,3006,議借,318,0.02,78.7,2024-02-01,184
2023-08-07,3006,議借,1700,0.41,77.4,2024-02-07,184
2023-08-07,3006,競價,93,2.0,77.4,2024-02-05,182
2023-08-10,3006,議借,46,5.75,74.3,2024-02-09,183
2023-08-11,3006,議借,37,5.5,73.5,2024-02-09,182
2023-08-11,3006,議借,532,0.05,73.5,2024-02-09,182
2023-08-17,3006,競價,2,2.0,71.5,2024-02-16,183
2023-08-21,3006,議借,137,0.41,70.9,2024-02-21,184
2023-08-30,3006,議借,33,4.25,74.0,2024-02-29,183
2023-08-30,3006,議借,100,9.25,74.0,2024-02-29,183
2023-09-04,3006,議借,100,9.45,75.9,2024-03-04,182
2023-09-08,3006,議借,78,9.25,81.1,2024-03-08,182
2023-09-11,3006,議借,1000,4.5,83.1,2024-03-21,182
2023-09-12,3006,議借,585,0.05,82.1,2024-03-12,182
2023-09-12,3006,議借,80,6.75,82.1,2024-03-12,182
2023-09-12,3006,議借,958,6.16,82.1,2024-03-12,182
2023-09-12,3006,議借,2754,6.15,81.1,2024-03-13,182
2023-09-13,3006,議借,292,4.0,81.1,2024-03-13,182
2023-09-13,3006,議借,75,6.75,81.1,2024-03-13,182
2023-09-13,3006,議借,2754,6.15,81.1,2024-03-13,182
2023-09-15,3006,議借,50,9.25,88.0,2024-03-15,182
2023-09-18,3006,競價,30,2.0,86.5,2024-03-18,182
2023-09-19,3006,議借,54,6.75,85.3,2024-03-19,182
2023-09-19,3006,議借,457,0.25,85.3,2024-03-19,182
2023-09-20,3006,議借,33,6.75,83.8,2024-03-20,182
2023-09-21,3006,議借,99,6.75,83.1,2024-03-21,182
2023-09-21,3006,議借,1000,4.5,83.1,2024-03-21,182
2023-09-22,3006,議借,60,9.25,83.9,2024-03-22,182
2023-09-22,3006,議借,168,4.0,83.9,2024-03-22,182
2023-10-02,3006,議借,3724,0.26,81.9,2024-04-02,183
2023-10-02,3006,議借,1000,4.0,94.4,2024-04-05,182
2023-10-05,3006,議借,105,5.2,86.7,2024-04-05,183
2023-10-06,3006,議借,1000,4.0,94.4,2024-04-05,182
2023-10-06,3006,議借,132,5.2,94.4,2024-04-05,182
2023-10-06,3006,議借,191,4.6,94.4,2024-04-05,182
2023-10-11,3006,競價,43,3.0,93.7,2024-04-11,183
2023-10-11,3006,議借,125,4.6,93.7,2024-04-11,183
2023-10-11,3006,議借,526,0.41,93.7,2024-04-11,183
2023-10-12,3006,議借,385,4.0,97.1,2024-04-12,183
2023-10-12,3006,議借,108,4.0,97.1,2024-04-12,183
2023-10-12,3006,議借,18,4.0,97.1,2024-04-12,183
2023-10-17,3006,議借,100,5.25,93.3,2024-04-17,183
2023-10-18,3006,議借,91,5.25,92.8,2024-04-18,183
2023-10-18,3006,議借,159,5.0,92.8,2024-04-18,183
2023-10-18,3006,議借,114,9.25,92.8,2024-04-18,183
2023-10-18,3006,議借,34,5.2,92.8,2024-04-18,183
2023-10-19,3006,議借,912,0.4,92.0,2024-04-19,183
2023-10-20,3006,議借,108,4.5,93.9,2024-04-19,182
2023-10-20,3006,議借,120,4.5,93.9,2024-04-19,182
2023-10-23,3006,議借,110,4.95,93.2,2024-04-23,183
2023-10-23,3006,議借,169,6.5,93.2,2024-04-23,183
2023-10-23,3006,議借,255,0.05,93.2,2024-04-23,183
2023-10-23,3006,競價,22,3.0,93.2,2024-04-23,183
2023-10-24,3006,議借,161,6.5,92.8,2024-04-24,183
2023-10-24,3006,競價,70,2.5,92.8,2024-04-24,183
