date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-17,2375,議借,179,0.05,63.6,2024-04-23,183
2023-07-24,2375,議借,38,6.5,62.3,2024-01-24,184
2023-07-24,2375,議借,40,6.0,62.3,2024-01-24,184
2023-07-25,2375,競價,11,3.0,63.1,2024-01-25,184
2023-07-27,2375,議借,100,7.0,65.0,2024-01-26,183
2023-07-28,2375,議借,52,10.0,65.5,2024-01-26,182
2023-08-01,2375,議借,30,7.0,63.9,2024-02-01,184
2023-08-01,2375,議借,36,16.0,63.9,2024-02-01,184
2023-08-02,2375,議借,32,8.0,62.8,2024-02-02,184
2023-08-04,2375,議借,33,16.0,62.8,2024-02-02,182
2023-08-11,2375,議借,316,4.25,58.8,2024-02-09,182
2023-08-11,2375,議借,333,4.25,58.8,2024-02-09,182
2023-08-11,2375,議借,51,4.25,58.8,2024-02-09,182
2023-09-21,2375,議借,534,0.25,66.8,2024-03-21,182
2023-10-23,2375,議借,179,0.05,63.6,2024-04-23,183
2023-12-08,2375,議借,73,4.5,76.2,2024-06-07,182
2023-12-08,2375,議借,74,5.5,76.2,2024-06-07,182
2023-12-20,2375,議借,310,3.75,71.2,2024-06-20,183
2023-12-22,2375,議借,56,8.5,70.1,2024-06-21,182
2024-01-11,2375,議借,428,4.65,65.1,2024-07-11,182
2024-01-12,2375,議借,75,0.05,64.5,2024-07-12,182
2024-01-12,2375,議借,106,3.5,64.5,2024-07-12,182
2024-02-06,2375,議借,99,0.41,62.6,2024-08-06,182
2024-03-01,2375,議借,50,5.0,65.9,2024-08-30,182
2024-03-11,2375,議借,62,7.5,62.8,2024-09-11,184
2024-03-14,2375,議借,36,5.0,61.3,2024-09-13,183
2024-03-20,2375,議借,163,7.5,60.1,2024-09-20,184
2024-05-03,2375,議借,85,5.5,66.1,2024-11-01,182
2024-05-08,2375,競價,29,2.5,65.2,2024-11-08,184
2024-05-28,2375,議借,45,7.5,69.2,2024-11-28,184
2024-05-30,2375,議借,45,7.5,68.1,2024-11-29,183
2024-06-03,2375,議借,45,7.5,70.9,2024-12-03,183
2024-06-04,2375,議借,44,7.5,70.9,2024-12-04,183
2024-06-11,2375,議借,19,7.5,69.0,2024-12-11,183
2024-07-12,2375,議借,46,7.5,72.8,2025-01-10,182
2024-07-15,2375,議借,151,0.02,72.3,2025-01-15,184
2024-07-17,2375,議借,300,0.05,74.5,2025-01-17,184
2024-07-23,2375,議借,120,7.7,68.7,2025-01-23,184
2024-07-29,2375,議借,34,6.5,66.0,2025-01-29,184
2024-07-29,2375,議借,51,7.7,66.0,2025-01-29,184
2024-08-06,2375,議借,113,4.0,58.7,2025-02-06,184
2024-08-06,2375,議借,34,4.0,58.7,2025-02-06,184
2024-08-07,2375,議借,57,5.25,62.5,2025-02-07,184
2024-08-21,2375,議借,63,5.6,67.8,2025-02-21,184
2024-09-02,2375,議借,132,5.5,70.4,2025-02-28,179
2024-09-04,2375,議借,327,0.37,65.4,2025-03-04,181
2024-09-10,2375,議借,53,5.5,63.8,2025-03-10,181
2024-09-10,2375,議借,510,0.18,63.8,2025-03-10,181
2024-10-24,2375,議借,180,0.41,68.0,2025-04-24,182
2024-10-29,2375,議借,60,0.41,65.9,2025-04-29,182
2024-11-11,2375,議借,95,5.0,66.3,2025-05-09,179
2024-12-02,2375,競價,15,2.5,73.8,2025-06-02,182
2024-12-02,2375,議借,311,5.25,73.8,2025-06-02,182
2024-12-03,2375,議借,100,5.5,75.5,2025-06-03,182
2024-12-05,2375,議借,50,5.6,82.4,2025-06-05,182
2024-12-06,2375,議借,242,0.53,79.3,2025-06-06,182
2024-12-06,2375,議借,160,5.6,79.3,2025-06-06,182
2024-12-09,2375,議借,89,5.6,74.4,2025-06-09,182
2024-12-09,2375,議借,38,5.5,74.4,2025-06-09,182
2024-12-09,2375,議借,250,3.82,74.4,2025-06-09,182
2024-12-09,2375,議借,45,5.6,74.4,2025-06-09,182
2024-12-09,2375,競價,5,2.5,74.4,2025-06-09,182
2024-12-10,2375,議借,252,5.6,71.9,2025-06-10,182
2024-12-10,2375,議借,75,5.6,71.9,2025-06-10,182
2024-12-10,2375,議借,34,6.0,71.9,2025-06-10,182
2024-12-20,2375,議借,50,5.6,67.4,2025-06-20,182
2024-12-24,2375,議借,80,8.4,67.0,2025-06-24,182
2024-12-27,2375,議借,50,8.4,69.2,2025-06-27,182
2024-12-31,2375,議借,50,11.9,69.0,2025-06-30,181
2025-01-03,2375,議借,53,16.0,67.0,2025-07-03,181
2025-01-09,2375,議借,32,16.0,63.4,2025-07-09,181
2025-01-13,2375,競價,10,2.5,60.6,2025-07-11,179
2025-01-15,2375,競價,10,2.5,61.8,2025-07-15,181
2025-01-17,2375,競價,18,3.0,62.8,2025-07-17,181
2025-01-17,2375,競價,2,2.5,62.8,2025-07-17,181
2025-01-21,2375,競價,10,2.5,68.0,2025-07-21,181
2025-02-03,2375,議借,54,0.05,65.7,2025-08-01,179
2025-02-04,2375,議借,85,5.6,66.0,2025-08-04,181
2025-02-05,2375,議借,200,5.25,70.1,2025-08-05,181
2025-02-11,2375,競價,2,5.0,69.1,2025-08-11,181
2025-02-12,2375,議借,140,5.0,68.5,2025-08-12,181
2025-02-13,2375,競價,5,5.0,69.9,2025-08-13,181
2025-02-26,2375,議借,109,5.0,67.5,2025-08-26,181
2025-03-05,2375,議借,60,8.4,64.8,2025-09-05,184
2025-03-06,2375,議借,220,5.6,64.0,2025-09-05,183
2025-03-17,2375,競價,1,3.0,63.3,2025-09-17,184
2025-03-25,2375,競價,3,5.0,64.2,2025-09-25,184
2025-04-17,2375,議借,95,0.3,52.2,2025-10-17,183
2025-05-08,2375,議借,115,3.75,56.8,2025-11-07,183
2025-05-19,2375,競價,32,4.4,60.7,2025-11-19,184
2025-05-29,2375,議借,4,3.75,60.7,2025-11-28,183
2025-05-29,2375,議借,95,5.0,60.7,2025-11-28,183
2025-05-29,2375,議借,60,3.75,60.7,2025-11-28,183
2025-05-29,2375,議借,6,5.25,60.7,2025-11-28,183
2025-06-09,2375,議借,56,5.25,59.3,2025-12-09,183
2025-06-12,2375,競價,22,4.1,58.4,2025-12-12,183
