date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-21,1419,議借,88,0.94,43.75,2024-01-19,182
2024-03-12,1419,議借,75,1.25,45.0,2024-09-12,184
2024-07-19,1419,議借,75,1.25,47.7,2025-01-17,182
2024-07-19,1419,議借,72,1.4,47.7,2025-01-17,182
2024-07-19,1419,議借,88,0.94,47.7,2025-01-17,182
2024-10-24,1419,議借,99,0.41,46.5,2025-04-24,182
2025-01-16,1419,議借,90,1.4,42.55,2025-07-16,181
2025-02-06,1419,議借,85,1.4,42.55,2025-08-06,181
2025-04-22,1419,議借,150,1.4,40.6,2025-10-22,183
2025-05-27,1419,競價,100,2.0,75.0,2025-11-27,184
2025-06-02,1419,議借,50,1.4,69.0,2025-12-02,183
2025-06-11,1419,競價,9,2.0,63.3,2025-12-11,183
2025-06-11,1419,議借,190,1.4,63.3,2025-12-11,183
2025-06-12,1419,議借,120,1.4,63.4,2025-12-12,183
2025-06-13,1419,議借,130,1.4,64.1,2025-12-12,182
2025-06-13,1419,競價,5,3.0,64.1,2025-12-12,182
2025-06-13,1419,議借,120,1.75,64.1,2025-12-12,182
2025-06-17,1419,競價,100,2.0,60.4,2025-12-17,183
2025-06-18,1419,議借,200,2.0,59.9,2025-12-18,183
2025-06-18,1419,議借,15,2.0,59.9,2025-12-18,183
2025-06-18,1419,競價,100,2.0,59.9,2025-12-18,183
2025-06-18,1419,競價,51,2.0,59.9,2025-12-18,183
2025-06-19,1419,議借,283,2.5,59.0,2025-12-19,183
2025-06-20,1419,議借,65,3.15,60.0,2025-12-19,182
2025-06-23,1419,議借,290,0.41,59.4,2025-12-23,183
2025-06-30,1419,競價,50,2.0,62.8,2025-12-30,183
2025-07-03,1419,議借,72,2.0,61.2,2026-01-02,183
2025-07-09,1419,競價,4,2.5,58.6,2026-01-09,184
2025-07-10,1419,議借,134,3.0,57.0,2026-01-09,183
2025-07-16,1419,議借,40,16.0,61.1,2026-01-16,184
2025-07-21,1419,議借,34,16.0,58.2,2026-01-21,184
2025-07-23,1419,議借,45,16.0,57.6,2026-01-23,184
2025-07-28,1419,競價,100,2.0,54.5,2026-01-28,184
2025-07-29,1419,競價,100,2.0,53.9,2026-01-29,184
2025-08-05,1419,競價,9,2.5,52.4,2026-02-05,184
2025-08-21,1419,議借,245,0.37,53.8,2026-02-20,183
2025-09-01,1419,競價,50,2.0,53.5,2026-02-26,178
2025-09-17,1419,議借,94,3.5,55.2,2026-03-17,181
2025-09-17,1419,議借,100,2.45,55.2,2026-03-17,181
2025-09-19,1419,競價,18,2.0,55.3,2026-03-19,181
2025-09-19,1419,競價,50,2.0,55.3,2026-03-19,181
2025-09-22,1419,競價,50,2.0,55.0,2026-03-20,179
