date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2024-08-27,3149,競價,10,4.0,28.0,2025-02-27,184
2024-08-27,3149,議借,61,16.0,28.0,2025-02-27,184
2024-09-03,3149,競價,1,3.2,30.3,2025-03-03,181
2024-09-05,3149,競價,50,5.0,28.8,2025-03-05,181
2024-09-05,3149,競價,4,3.2,28.8,2025-03-05,181
2024-09-18,3149,競價,1,5.0,30.05,2025-03-18,181
2024-09-23,3149,競價,7,5.0,34.3,2025-03-21,179
2024-09-26,3149,競價,7,5.0,35.95,2025-03-26,181
2024-09-27,3149,議借,61,16.0,36.4,2025-03-27,181
2024-10-11,3149,議借,1251,0.63,40.5,2025-04-11,182
2024-10-14,3149,議借,39,16.0,44.55,2025-04-14,182
2024-10-15,3149,競價,20,4.0,44.25,2025-04-15,182
2024-10-16,3149,競價,3,4.0,45.5,2025-04-16,182
2024-10-17,3149,議借,804,0.41,46.0,2025-04-17,182
2024-10-25,3149,議借,648,0.41,41.3,2025-04-25,182
2024-10-29,3149,議借,214,0.41,39.3,2025-04-29,182
2024-10-30,3149,議借,552,0.41,38.95,2025-04-30,182
2024-11-25,3149,競價,3,3.5,34.8,2025-05-23,179
2024-12-02,3149,競價,1,3.5,32.25,2025-06-02,182
2024-12-11,3149,競價,4,3.5,32.3,2025-06-11,182
2024-12-18,3149,議借,50,4.75,31.8,2025-06-18,182
2024-12-18,3149,競價,3,3.0,31.8,2025-06-18,182
2024-12-26,3149,競價,36,7.5,34.45,2025-06-26,182
2025-01-01,3149,競價,10,4.0,35.95,2025-09-04,184
2025-01-02,3149,競價,20,4.0,33.0,2025-07-02,181
2025-01-08,3149,競價,50,4.0,33.25,2025-07-08,181
2025-01-16,3149,競價,30,2.5,31.45,2025-07-16,181
2025-02-05,3149,競價,30,1.0,31.3,2025-08-05,181
2025-02-20,3149,競價,5,3.0,36.35,2025-08-20,181
2025-02-21,3149,競價,3,3.5,35.25,2025-08-21,181
2025-02-26,3149,競價,15,4.0,36.2,2025-08-26,181
2025-03-04,3149,競價,10,4.0,35.95,2025-09-04,184
2025-03-05,3149,競價,10,3.0,36.7,2025-09-05,184
2025-03-07,3149,競價,4,8.0,37.0,2025-09-05,182
2025-03-07,3149,競價,50,6.0,37.0,2025-09-05,182
2025-03-12,3149,議借,25,16.0,38.55,2025-09-12,184
2025-03-14,3149,議借,20,16.0,37.0,2025-09-12,182
2025-03-14,3149,競價,10,4.0,37.0,2025-09-12,182
2025-03-17,3149,議借,2,16.0,35.9,2025-09-17,184
2025-03-24,3149,競價,40,3.5,34.0,2025-09-24,184
2025-04-08,3149,競價,8,4.0,26.35,2025-10-08,183
2025-04-09,3149,議借,527,0.41,24.65,2025-10-09,183
2025-04-24,3149,競價,10,2.5,30.45,2025-10-24,183
2025-04-29,3149,競價,10,4.0,31.35,2025-10-29,183
2025-05-05,3149,競價,1,3.0,31.45,2025-11-05,184
2025-05-05,3149,競價,10,2.0,31.45,2025-11-05,184
2025-05-08,3149,競價,64,5.0,31.45,2025-11-07,183
2025-05-13,3149,競價,10,2.5,36.7,2025-11-13,184
2025-08-25,3149,議借,858,0.45,36.45,2026-02-25,184
2025-08-28,3149,議借,1190,0.45,38.5,2026-02-27,183
2025-09-04,3149,競價,2,2.5,38.8,2026-03-04,181
2025-09-12,3149,議借,1716,0.18,35.8,2026-03-12,181
2025-09-22,3149,競價,10,4.0,44.5,2026-03-20,179
2025-09-23,3149,競價,4,4.0,44.3,2026-03-23,181
