date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-31,3419,競價,10,2.0,19.2,2024-01-31,184
2023-08-02,3419,議借,176,10.0,20.15,2024-02-02,184
2023-08-02,3419,議借,74,10.0,20.15,2024-02-02,184
2023-08-04,3419,競價,21,4.5,20.2,2024-02-02,182
2023-08-04,3419,議借,72,0.05,20.2,2024-02-02,182
2023-08-10,3419,議借,81,16.0,18.85,2024-02-09,183
2023-08-14,3419,競價,20,2.0,17.95,2024-02-07,177
2023-08-16,3419,競價,26,2.0,18.2,2024-02-16,184
2023-09-12,3419,議借,155,6.5,18.35,2024-03-12,182
2023-12-01,3419,競價,10,1.5,18.75,2024-05-31,182
2023-12-18,3419,議借,174,7.85,18.2,2024-06-28,183
2023-12-28,3419,議借,174,7.85,18.2,2024-06-28,183
2024-03-13,3419,議借,174,7.85,16.95,2024-09-13,184
2024-03-26,3419,議借,76,16.0,16.2,2024-09-26,184
2024-04-29,3419,競價,50,0.5,16.15,2024-10-29,183
2024-08-12,3419,議借,226,10.0,16.8,2025-02-12,184
2024-12-30,3419,議借,39,0.05,18.15,2025-06-30,182
2024-12-30,3419,議借,200,7.25,18.15,2025-06-30,182
2025-01-06,3419,議借,200,7.25,19.1,2025-07-04,179
2025-01-17,3419,議借,72,0.05,17.15,2025-07-17,181
2025-03-27,3419,競價,30,1.9,16.65,2025-09-26,183
