date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-17,2301,議借,1605,1.0,145.5,2024-01-17,184
2023-07-17,2301,議借,133,1.0,145.5,2024-01-17,184
2023-07-17,2301,議借,167,0.8,145.5,2024-01-17,184
2023-07-18,2301,議借,1043,0.25,139.5,2024-01-18,184
2023-07-18,2301,議借,577,0.65,139.5,2024-01-18,184
2023-07-19,2301,議借,360,0.9,136.5,2024-01-19,184
2023-07-19,2301,議借,6000,1.0,136.5,2024-01-19,184
2023-07-19,2301,議借,240,0.02,136.5,2024-01-19,184
2023-07-19,2301,議借,921,0.5,136.5,2024-01-19,184
2023-07-19,2301,議借,42,1.0,136.5,2024-01-19,184
2023-07-19,2301,議借,1500,0.95,136.5,2024-01-19,184
2023-07-20,2301,議借,1558,0.05,139.0,2024-01-19,183
2023-07-20,2301,議借,121,1.0,139.0,2024-01-19,183
2023-07-20,2301,議借,463,0.41,139.0,2024-01-19,183
2023-07-20,2301,議借,750,0.05,139.0,2024-01-19,183
2023-07-20,2301,議借,3784,5.91,139.0,2024-01-19,183
2023-07-20,2301,議借,450,0.75,139.0,2024-01-19,183
2023-07-20,2301,議借,1453,0.02,139.0,2024-01-19,183
2023-07-20,2301,議借,30,0.75,139.0,2024-01-19,183
2023-07-21,2301,議借,447,5.9,146.0,2024-01-19,182
2023-07-21,2301,議借,144,0.8,146.0,2024-01-19,182
2023-07-21,2301,議借,29,0.05,146.0,2024-01-19,182
2023-07-21,2301,議借,2000,1.05,146.0,2024-01-19,182
2023-07-21,2301,議借,253,1.0,146.0,2024-01-19,182
2023-07-24,2301,議借,2662,1.0,149.0,2024-01-24,184
2023-07-25,2301,議借,1029,0.08,142.0,2024-01-25,184
2023-07-25,2301,議借,700,1.0,142.0,2024-01-25,184
2023-07-25,2301,議借,1778,1.0,142.0,2024-01-25,184
2023-07-25,2301,議借,1000,1.05,142.0,2024-01-25,184
2023-07-25,2301,議借,1356,0.25,142.0,2024-01-25,184
