date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-17,5469,議借,70,4.0,54.4,2024-01-17,184
2023-07-17,5469,議借,150,2.5,54.4,2024-01-17,184
2023-07-17,5469,議借,225,2.5,54.4,2024-01-17,184
2023-07-17,5469,議借,642,4.0,54.4,2024-01-17,184
2023-07-18,5469,議借,192,2.0,50.2,2024-01-18,184
2023-07-18,5469,議借,1275,4.0,50.2,2024-01-18,184
2023-07-18,5469,議借,420,2.0,50.2,2024-01-18,184
2023-07-19,5469,議借,85,3.0,47.55,2024-01-19,184
2023-07-20,5469,議借,72,4.5,46.8,2024-01-19,183
2023-07-20,5469,議借,312,2.5,46.8,2024-01-19,183
2023-07-20,5469,議借,75,4.5,46.8,2024-01-19,183
2023-07-21,5469,議借,1499,0.25,47.5,2024-01-19,182
2023-07-21,5469,議借,2169,0.05,47.5,2024-01-19,182
2023-07-27,5469,議借,62,2.0,49.2,2024-01-26,183
2023-08-01,5469,議借,130,2.1,48.95,2024-02-01,184
2023-08-02,5469,議借,76,4.0,47.6,2024-02-02,184
2023-08-10,5469,議借,69,2.4,50.3,2024-02-09,183
2023-08-11,5469,議借,150,3.85,50.8,2024-02-09,182
2023-08-16,5469,議借,240,3.85,52.5,2024-02-16,184
2023-08-17,5469,議借,250,3.85,54.2,2024-02-16,183
2023-08-21,5469,競價,107,2.5,54.7,2024-02-21,184
2023-08-22,5469,競價,29,3.0,54.8,2024-02-22,184
2023-08-22,5469,議借,76,2.5,54.8,2024-02-22,184
2023-08-24,5469,議借,34,2.8,53.7,2024-02-23,183
2023-08-24,5469,議借,500,2.0,53.7,2024-02-23,183
2023-08-24,5469,議借,1072,0.25,53.7,2024-02-23,183
2023-08-28,5469,議借,146,2.1,52.6,2024-02-28,184
2023-08-29,5469,議借,202,2.25,52.7,2024-02-29,184
2023-08-30,5469,議借,170,3.85,53.9,2024-02-29,183
2023-08-30,5469,議借,762,0.25,53.9,2024-02-29,183
2023-08-31,5469,議借,300,1.0,55.2,2024-02-29,182
2023-08-31,5469,議借,99,2.45,55.2,2024-02-29,182
2023-09-05,5469,競價,13,1.5,57.5,2024-03-05,182
2023-09-05,5469,議借,190,3.85,57.5,2024-03-05,182
2023-09-05,5469,議借,22,2.25,57.5,2024-03-05,182
2023-09-05,5469,議借,759,0.29,57.5,2024-03-05,182
2023-09-06,5469,競價,54,1.5,58.8,2024-03-06,182
2023-09-06,5469,議借,73,2.25,58.8,2024-03-06,182
2023-09-07,5469,議借,99,3.85,59.4,2024-03-07,182
2023-09-08,5469,競價,11,1.5,59.3,2024-03-08,182
2023-09-12,5469,議借,218,0.41,59.1,2024-03-12,182
2023-09-12,5469,議借,500,2.0,59.1,2024-03-12,182
2023-09-12,5469,議借,103,2.0,59.1,2024-03-12,182
2023-09-12,5469,議借,187,2.0,59.1,2024-03-12,182
2023-09-13,5469,議借,1400,2.5,60.1,2024-03-13,182
2023-09-13,5469,議借,127,2.0,60.1,2024-03-13,182
2023-09-15,5469,議借,79,2.55,60.8,2024-03-15,182
2023-09-20,5469,議借,106,2.55,59.4,2024-03-20,182
2023-09-20,5469,議借,185,2.0,59.4,2024-03-20,182
2023-09-20,5469,議借,64,3.0,59.4,2024-03-20,182
2023-09-22,5469,議借,1672,6.16,58.5,2024-03-22,182
2023-09-22,5469,議借,65,3.0,58.5,2024-03-22,182
2023-09-22,5469,議借,142,1.5,58.5,2024-03-22,182
2023-09-27,5469,議借,230,2.8,58.9,2024-03-27,182
2023-10-04,5469,議借,56,2.75,59.2,2024-04-04,183
2023-10-05,5469,議借,163,2.75,58.9,2024-04-05,183
2023-10-05,5469,競價,33,2.5,58.9,2024-04-03,181
2023-10-06,5469,議借,58,2.75,56.4,2024-04-05,182
2023-10-11,5469,議借,10,1.5,55.2,2024-04-11,183
2023-10-12,5469,議借,648,2.25,55.4,2024-04-12,183
2023-10-16,5469,議借,65,2.5,53.9,2024-04-16,183
2023-10-17,5469,議借,130,3.85,53.2,2024-04-17,183
2023-10-17,5469,議借,63,2.5,53.2,2024-04-17,183
