date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-17,1560,競價,15,5.0,145.0,2024-01-17,184
2023-07-17,1560,議借,396,0.25,145.0,2024-01-17,184
2023-07-17,1560,競價,20,2.5,145.0,2024-01-17,184
2023-07-18,1560,競價,36,3.0,151.5,2024-01-18,184
2023-07-19,1560,議借,81,9.0,142.0,2024-01-19,184
2023-07-19,1560,議借,390,0.25,142.0,2024-01-19,184
2023-07-20,1560,競價,200,2.5,147.5,2024-01-19,183
2023-07-20,1560,議借,298,0.05,147.5,2024-01-19,183
2023-07-20,1560,議借,300,8.6,147.5,2024-01-19,183
2023-07-20,1560,競價,6,4.0,147.5,2024-01-19,183
2023-07-24,1560,競價,10,2.5,141.5,2024-01-24,184
2023-07-24,1560,議借,349,0.25,141.5,2024-01-24,184
2023-07-25,1560,議借,23,10.85,149.0,2024-01-25,184
2023-07-26,1560,議借,25,10.85,149.0,2024-01-26,184
2023-07-26,1560,競價,6,4.0,149.0,2024-01-26,184
2023-07-26,1560,競價,4,3.0,149.0,2024-01-26,184
2023-07-27,1560,競價,2,4.0,141.5,2024-01-26,183
2023-07-28,1560,議借,180,12.0,141.5,2024-01-26,182
2023-07-28,1560,議借,115,9.0,141.5,2024-01-26,182
2023-07-28,1560,競價,50,5.0,141.5,2024-01-26,182
2023-07-28,1560,競價,15,3.0,141.5,2024-01-26,182
2023-07-28,1560,議借,43,9.0,141.5,2024-01-26,182
2023-07-28,1560,議借,422,9.0,141.5,2024-01-26,182
2023-07-28,1560,議借,40,10.85,141.5,2024-01-26,182
2023-07-31,1560,競價,24,2.0,138.5,2024-01-31,184
2023-07-31,1560,議借,40,15.0,138.5,2024-01-31,184
2023-08-01,1560,議借,75,7.9,136.0,2024-02-01,184
2023-08-04,1560,競價,3,3.5,131.5,2024-02-02,182
2023-08-04,1560,競價,50,4.5,131.5,2024-02-02,182
2023-08-04,1560,議借,9,0.05,131.5,2024-02-02,182
2023-08-07,1560,議借,150,16.0,132.5,2024-02-07,184
2023-08-08,1560,議借,429,8.5,129.0,2024-02-08,184
2023-08-09,1560,議借,328,7.5,127.0,2024-02-09,184
2023-08-11,1560,議借,142,7.9,125.5,2024-02-09,182
2023-08-14,1560,議借,26,7.75,121.5,2024-02-14,184
2023-08-17,1560,競價,18,4.0,127.5,2024-02-16,183
2023-08-18,1560,競價,5,3.0,124.5,2024-02-16,182
2023-08-18,1560,競價,7,3.0,124.5,2024-02-16,182
2023-08-23,1560,競價,2,3.0,130.0,2024-02-23,184
