date,stock_id,transaction_type,volume,fee_rate,close,original_return_date,original_lending_period
2023-07-26,3450,議借,74,3.25,48.0,2024-01-26,184
2023-07-27,3450,競價,8,3.0,48.0,2024-01-26,183
2023-07-31,3450,議借,69,3.25,47.7,2024-01-31,184
2023-07-31,3450,議借,80,2.5,47.7,2024-01-31,184
2023-08-09,3450,競價,3,4.0,43.8,2024-02-07,182
2023-08-09,3450,競價,97,5.0,43.8,2024-02-07,182
2023-08-09,3450,競價,100,2.0,43.8,2024-02-05,180
2023-09-08,3450,競價,10,3.0,44.45,2024-03-08,182
2023-09-15,3450,競價,7,3.0,54.0,2024-03-15,182
2023-09-18,3450,競價,1,3.0,53.8,2024-03-18,182
2023-09-19,3450,議借,150,2.8,53.5,2024-03-19,182
2023-09-19,3450,議借,300,2.8,53.5,2024-03-19,182
2023-09-19,3450,議借,70,2.8,53.5,2024-03-19,182
2023-09-20,3450,議借,72,3.0,52.1,2024-03-20,182
2023-09-20,3450,議借,130,2.75,52.1,2024-03-20,182
2023-09-20,3450,議借,123,2.75,52.1,2024-03-20,182
2023-09-20,3450,議借,47,2.75,52.1,2024-03-20,182
2023-09-20,3450,議借,68,2.75,52.1,2024-03-20,182
2023-09-20,3450,議借,62,2.75,52.1,2024-03-20,182
2023-09-21,3450,議借,100,3.0,57.3,2024-03-21,182
2023-09-21,3450,議借,75,4.0,57.3,2024-03-21,182
2023-09-21,3450,議借,200,4.0,57.3,2024-03-21,182
2023-09-21,3450,競價,50,2.5,57.3,2024-03-21,182
2023-09-22,3450,競價,2,3.0,58.5,2024-03-22,182
2023-09-22,3450,議借,300,3.0,58.5,2024-03-22,182
2023-09-22,3450,議借,425,3.0,58.5,2024-03-22,182
2023-09-22,3450,競價,100,3.0,58.5,2024-03-22,182
2023-09-25,3450,議借,180,4.0,59.4,2024-03-25,182
2023-09-25,3450,議借,162,3.5,59.4,2024-03-25,182
2023-09-25,3450,議借,154,3.5,59.4,2024-03-25,182
2023-09-25,3450,議借,75,4.0,59.4,2024-03-25,182
2023-09-25,3450,議借,54,4.0,59.4,2024-03-25,182
2023-09-25,3450,議借,109,4.0,59.4,2024-03-25,182
2023-09-25,3450,競價,212,4.0,59.4,2024-03-25,182
2023-09-26,3450,競價,31,2.0,58.2,2024-03-25,181
2023-09-28,3450,議借,300,4.5,59.0,2024-03-28,182
2023-10-02,3450,競價,100,2.0,62.2,2024-04-02,183
2023-10-02,3450,競價,50,5.5,62.2,2024-04-02,183
2023-10-02,3450,議借,830,0.25,55.5,2024-04-19,182
2023-10-03,3450,競價,33,5.5,64.0,2024-04-03,183
2023-10-03,3450,競價,71,1.5,64.0,2024-04-02,182
2023-10-03,3450,競價,62,5.5,64.0,2024-04-03,183
2023-10-04,3450,競價,200,1.5,62.7,2024-04-03,182
2023-10-06,3450,競價,17,2.0,62.8,2024-04-03,180
2023-10-11,3450,議借,582,4.0,61.7,2024-04-11,183
2023-10-13,3450,競價,2,4.5,61.0,2024-04-12,182
2023-10-18,3450,議借,200,3.0,57.0,2024-04-18,183
2023-10-20,3450,競價,10,2.0,55.5,2024-04-19,182
2023-10-20,3450,議借,830,0.25,55.5,2024-04-19,182
2023-10-23,3450,議借,174,0.05,56.2,2024-04-23,183
2023-10-25,3450,競價,15,3.0,61.1,2024-04-25,183
2023-10-26,3450,議借,1228,0.41,59.8,2024-04-26,183
2023-11-01,3450,議借,150,5.75,60.3,2024-04-30,181
2023-11-02,3450,競價,18,1.5,61.0,2024-05-02,182
2023-11-07,3450,競價,10,4.0,59.9,2024-05-07,182
2023-11-13,3450,競價,10,2.0,57.3,2024-05-13,182
2023-11-15,3450,競價,8,3.0,56.1,2024-05-15,182
2023-11-15,3450,競價,2,4.0,56.1,2024-05-15,182
2023-11-16,3450,議借,75,4.0,55.2,2024-05-16,182
2023-11-17,3450,競價,50,3.0,55.7,2024-05-17,182
2023-11-20,3450,競價,60,5.0,55.7,2024-05-20,182
2023-11-20,3450,議借,250,6.5,55.7,2024-05-20,182
2023-11-20,3450,議借,100,7.0,55.7,2024-05-20,182
2023-11-21,3450,議借,250,4.5,56.8,2024-05-21,182
2023-11-21,3450,議借,100,6.5,56.8,2024-05-21,182
2023-11-21,3450,競價,22,2.5,56.8,2024-05-21,182
2023-11-22,3450,議借,61,4.5,58.1,2024-05-22,182
2023-11-22,3450,議借,239,4.5,58.1,2024-05-22,182
2023-11-27,3450,競價,50,4.0,56.7,2024-05-27,182
2023-11-28,3450,議借,270,0.31,58.4,2024-05-28,182
